registration_no,subject_content_text,cleaned_text,annotation
MORLY/E/2023/6789012,"Platform ka condition bahut kharab hai, cleanliness nahi hai.",platform condition bahut kharab cleanliness nahi,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/7890123,"Train ki timing galat hai, bahut late hoti hai, is par kuch kariye.",train timing galat bahut late kariye,"train_delay,train_schedule"
MORLY/E/2023/8901234,"Mere refund ka process bahut slow hai, please dekh lijiye.",refund process bahut slow dekh lijiye,"refund_delay,train_delay"
MORLY/E/2023/9012345,"Staff ki baat cheet bahut bekar hai, koi respect nahi dikhate.",staff baat cheet bahut bekar respect nahi dikhate,"staff_misbehavior,service_quality"
MORLY/E/2023/0123456,Station ke restrooms cleanliness ke liye bahut kharab hain.,station restrooms cleanliness bahut kharab,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/1234567,"Train ka frequency bahut kam hai, is par kuch karna chahiye.",train frequency bahut kam chahiye,service_quality
MORLY/E/2023/2345678,Kya mera ticket ka refund ab tak nahi aaya? Bahut samay ho gaya.,ticket refund nahi bahut samay,"refund_delay,ticket_booking"
MORLY/E/2023/3456789,"Staff ne meri madad nahi ki jab mujhe zarurat thi, unka attitude theek nahi tha.",staff nahi jab zarurat attitude theek nahi,staff_misbehavior
MORLY/E/2023/5678900,"Station par benches nahi hain, yahan baithe ka bahut dikkat hota hai.",station benches nahi yahan baithe bahut dikkat,platform_infrastructure
MORLY/E/2023/6789011,"Meri train ka platform change ho gaya, mujhe bina bataye. Iska kya?",train platform change bina bataye,platform_infrastructure
MORLY/E/2023/8901235,"Mera ticket ka refund ab tak nahi aaya, please jaldi karein.",ticket refund nahi jaldi,"refund_delay,ticket_booking"
MORLY/E/2023/0123457,"Mere saath staff ne theek se vyavhaar nahi kiya, unka behavior theek nahi tha.",saath staff theek vyavhaar nahi behavior theek nahi,staff_misbehavior
MORLY/E/2023/2345670,"Railway station par bahut saari facilities nahi hain, yeh badalna chahiye.",railway station bahut saari facilities nahi badalna chahiye,"platform_infrastructure,service_quality"
MORLY/E/2023/8901236,"Train ka seat confirm nahi hua, bahut problem ho raha hai.",train seat confirm nahi bahut problem,payment_issue
MORLY/E/2023/0123458,"Mera fare refund ab tak nahi aaya, please check kariye.",fare refund nahi check kariye,refund_delay
MORLY/E/2023/2345679,"Mujhe jaise staff ne treat kiya, woh bilkul theek nahi tha. Aisa nahi hona chahiye.",jaise staff treat theek nahi aisa nahi chahiye,staff_misbehavior
MORLY/E/2023/3456790,"Railway station ka infrastructure bahut purana ho gaya hai, iski zarurat hai.",railway station infrastructure bahut purana iski zarurat,platform_infrastructure
MORLY/E/2023/4567891,"Mere train ke schedule mein koi changes nahi hain, bahut problem ho raha hai.",train schedule changes nahi bahut problem,train_schedule
MORLY/E/2023/5678902,"Mujhe tickets ka refund nahi mil raha hai, kuch karo.",tickets refund nahi mil,"refund_delay,ticket_booking"
MORLY/E/2023/7890123,"Mere saath staff ne rude behavior dikhaya, yeh aapka bahut bura hai.",saath staff rude behavior dikhaya bahut bura,staff_misbehavior
MORLY/E/2023/0123458,"Station par waiting area nahi hai, bahut dikkat hoti hai.",station waiting area nahi bahut dikkat,platform_infrastructure
MORLY/E/2023/2345678,Train ki timing sahi nahi hai. Aaj train 1 ghanta late aayi. Bahut pareshaani hui.,train timing sahi nahi aaj train ghanta late bahut pareshaani,"train_delay,train_schedule"
MORLY/E/2023/3456789,Mujhe ticket ke liye payment nahi mila hai. Account number XXXXXX1234 hai.,ticket payment nahi mila account number xxxxxx,"ticket_booking,payment_issue"
MORLY/E/2023/4567890,Railway staff ka behavior bahut kharab tha. Unhe training ki zarurat hai.,railway staff behavior bahut kharab training zarurat,"staff_misbehavior,service_quality,staff_training"
MORLY/E/2023/5678901,"Platform bahut ganda hai. Safai nahi ho rahi hai, bahut bura lagta hai.",platform bahut ganda safai nahi bahut bura lagta,"train_cleanliness,staff_misbehavior,platform_infrastructure"
MORLY/E/2023/6789012,"Meri train ka time change ho gaya hai, par mujhe koi information nahi mili.",train time change information nahi mili,"staff_training,train_schedule"
MORLY/E/2023/7890123,"Mere wallet se payment nahi ho raha hai, baar baar transaction fail ho raha hai.",wallet payment nahi baar baar transaction fail,payment_issue
MORLY/E/2023/8901234,Staff ne meri madad nahi ki. Unka behavior bilkul achha nahi tha.,staff nahi behavior achha nahi,staff_misbehavior
MORLY/E/2023/9012345,Railway station ki building bahut purani ho gayi hai. Renovation ki zarurat hai.,railway station building bahut purani renovation zarurat,platform_infrastructure
MORLY/E/2023/0123456,Train ki seats confirm nahi hui. Mujhe bahut samasya hui yatra mein.,train seats confirm nahi bahut samasya yatra,payment_issue
MORLY/E/2023/1234567,Mujhe ticket refund nahi mil raha hai. Bahut din ho gaye.,ticket refund nahi mil bahut din,"refund_delay,ticket_booking"
MORLY/E/2023/2345678,Mujhe staff ne nahi suna. Unhone mujhe ignore kiya jab maine madad maangi.,staff nahi suna unhone ignore jab maangi,staff_misbehavior
MORLY/E/2023/3456789,Station par bahut khudraai hai. Infrastructure ko theek hona chahiye. Koi safai nahi hai.,station bahut khudraai infrastructure theek chahiye safai nahi,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/4567890,Aaj train ka route badal diya gaya hai bina kisi notice ke. Yeh bahut gadbad hai.,aaj train route badal bina kisi notice bahut gadbad,service_quality
MORLY/E/2023/5678901,Refund ka paisa abhi tak nahi aaya hai. Bahut pareshani ho rahi hai.,refund paisa abhi nahi bahut pareshani,refund_delay
MORLY/E/2023/6789012,"Mujhe polite staff ki zarurat hai. Abhi jo staff hai, wo rude hai.",polite staff zarurat abhi staff rude,staff_misbehavior
MORLY/E/2023/7890123,Station ki safai bahut nahi ho rahi hai. Samasya ko jaldi suljhao.,station safai bahut nahi samasya jaldi suljhao,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/8901234,Train ka service accha nahi hai. Food quality bahut kharab hai.,train service accha nahi food quality bahut kharab,service_quality
MORLY/E/2023/9012345,Ticket ka payment abhi tak nahi aaya hai. Bahut samasya ho rahi hai.,ticket payment abhi nahi bahut samasya,"ticket_booking,payment_issue"
MORLY/E/2023/0123456,Mujhe staff se madad nahi mil rahi. Wo zyada rude hain.,staff nahi mil zyada rude,staff_misbehavior
MORLY/E/2023/1234567,Train punctuality bahut bekar ho gayi hai. Mere dost ka train 2 ghante late aayi.,train punctuality bahut bekar dost train ghante late,"train_delay,service_quality,train_schedule"
MORLY/E/2023/2345678,Mujhe ticket purchase karte waqt payment nahi ho rahi hai. Bahut pareshani ho rahi hai.,ticket purchase karte waqt payment nahi bahut pareshani,"ticket_booking,payment_issue"
MORLY/E/2023/3456789,Station staff ka behaviour achha nahi hai. Unko training ki zaroorat hai.,station staff behaviour achha nahi unko training zaroorat,"staff_misbehavior,platform_infrastructure,staff_training"
MORLY/E/2023/4567890,Platform par safai nahi hai. Bahut gandh hai aur safety concern hai.,platform safai nahi bahut gandh safety concern,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/5678901,Meri train ka schedule update nahi ho raha hai. Koi information nahi mil rahi hai.,train schedule update nahi information nahi mil,"staff_training,train_schedule"
MORLY/E/2023/6789012,"Maine online ticket book ki thi, par payment fail ho gaya.",online ticket book payment fail,"ticket_booking,payment_issue"
MORLY/E/2023/7890123,Railway staff se baat karte waqt unki attitude thik nahi thi.,railway staff baat karte waqt unki attitude thik nahi,staff_misbehavior
MORLY/E/2023/8901234,Station ki building kaafi purani ho gayi hai. Repair ki zaroorat hai.,station building purani repair zaroorat,platform_infrastructure
MORLY/E/2023/9012345,Train timing hamesha change hoti hai. Iski wajah se kaafi dikkat hoti hai.,train timing hamesha change iski wajah dikkat,train_schedule
MORLY/E/2023/0123456,Maine ticket book kiya tha lekin refund nahi mila. Bahut pareshani ho rahi hai.,ticket book refund nahi mila bahut pareshani,"refund_delay,ticket_booking"
MORLY/E/2023/1234568,Staff ko customers ke saath baat karne ki training nahi hai. Kafi rude hain.,staff customers saath baat training nahi kafi rude,"staff_misbehavior,staff_training"
MORLY/E/2023/2345689,Railway station ki infrastructure bahut purani hai. Upgrade ki zaroorat hai.,railway station infrastructure bahut purani upgrade zaroorat,platform_infrastructure
MORLY/E/2023/3456790,Train ka schedule hamesha late hota hai. Is wajah se main pareshaan hoon.,train schedule hamesha late wajah main pareshaan,"train_delay,train_schedule"
MORLY/E/2023/4567891,Maine refund ke liye apply kiya par ab tak kuch nahi hua.,refund apply nahi,refund_delay
MORLY/E/2023/5678902,Staff ki training nahi hui hai. Kafi baar customers ko rude jawab milte hain.,staff training nahi kafi baar customers rude jawab milte,"staff_misbehavior,staff_training"
MORLY/E/2023/6789013,Station ke toilets bahut gande hain. Kafi samay se safai nahi hui.,station toilets bahut gande kafi samay safai nahi,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/7890124,Train ki seating arrangement hamesha sahi nahi hoti. Bahut dikkat hai.,train seating arrangement hamesha sahi nahi bahut dikkat,service_quality
MORLY/E/2023/8901235,Mera payment ab tak nahi aaya. Bahut samasya ho rahi hai.,payment nahi bahut samasya,payment_issue
MORLY/E/2023/9012346,Staff ki knowledge bahut kami hai. Unhe training ki zaroorat hai.,staff knowledge bahut kami training zaroorat,"staff_misbehavior,staff_training"
MORLY/E/2023/0123457,Railway station ki building bahut kharab hai. Repair ki zaroorat hai.,railway station building bahut kharab repair zaroorat,"platform_infrastructure,service_quality"
MORLY/E/2023/1234567,"Train ka time pe nahi aana bahut pareshan kar raha hai. Please, iski janch karein.",train time nahi aana bahut pareshan iski janch,train_schedule
MORLY/E/2023/2345678,"Mujhe payment ka refund nahi mila hai, 2 mahine se intezar kar rahi hoon. Help karo.",payment refund nahi mila mahine intezar,"refund_delay,payment_issue"
MORLY/E/2023/3456789,Conductor bahut hi rude hai. Unse baat karna mushkil hai.,conductor bahut rude unse baat mushkil,staff_misbehavior
MORLY/E/2023/4567890,"Station pe safai nahi hoti, bahut gandh hai. Iska kuch karein.",station safai nahi bahut gandh,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/5678901,Train ka baar baar late hona bahut dikkat de raha hai. Iska solution do.,train baar baar late bahut dikkat solution,train_delay
MORLY/E/2023/6789012,"Mujhe ticket ki payment nahi mili, maine paise transfer kiye the.",ticket payment nahi mili paise transfer kiye,"ticket_booking,payment_issue"
MORLY/E/2023/7890123,Train ke staff ka behaviour theek nahi hai. Unko training ki zaroorat hai.,train staff behaviour theek nahi unko training zaroorat,"staff_misbehavior,staff_training"
MORLY/E/2023/8901234,Railway station ki building bahut purani ho gayi hai. Nayi banani chahiye.,railway station building bahut purani nayi banani chahiye,platform_infrastructure
MORLY/E/2023/9012345,Train ke schedule mein bahut confusion hai. Samjha nahi aata kab train hai.,train schedule bahut confusion samjha nahi aata train,train_schedule
MORLY/E/2023/0123456,Mere ticket ka paise kisi wajah se nahi aaye. Jaldi issue solve karein.,ticket paise kisi wajah nahi aaye jaldi issue solve,"ticket_booking,payment_issue,service_quality"
MORLY/E/2023/1234568,"Station ke staff ki training nahi hoti, iss wajah se problems ho rahi hain.",station staff training nahi iss wajah problems,"staff_misbehavior,platform_infrastructure,staff_training"
MORLY/E/2023/2345679,"Platform pe bahut saare potholes hain, isliye kaafi dikkat hoti hai.",platform bahut saare potholes isliye dikkat,platform_infrastructure
MORLY/E/2023/3456780,"Mujhe kisi train ka time nahi pata, please confirm karein.",kisi train time nahi pata confirm,"payment_issue,train_schedule"
MORLY/E/2023/4567891,"Mujhe refund nahi mila, maine ticket cancel kiya tha.",refund nahi mila ticket cancel,"refund_delay,ticket_booking"
MORLY/E/2023/5678902,"Railway ke staff ki training nahi hui hai, unhe kaam aata nahi hai.",railway staff training nahi kaam aata nahi,"staff_misbehavior,staff_training"
MORLY/E/2023/6789013,"Station ke paas bahut gandh hai, isse immediate attention chahiye.",station paas bahut gandh isse immediate attention chahiye,platform_infrastructure
MORLY/E/2023/7890124,"Train ke timings baar baar change ho rahe hain, please ispar dhyan de.",train timings baar baar change ispar dhyan,train_schedule
MORLY/E/2023/8901235,"Mujhe payment issue ka samadhan chahiye, bahut time ho gaya hai.",payment issue samadhan chahiye bahut time,"payment_issue,service_quality,train_schedule"
MORLY/E/2023/9012346,"Staff ka behaviour theek nahi hai, unhe seekhne ki zaroorat hai.",staff behaviour theek nahi seekhne zaroorat,staff_misbehavior
MORLY/E/2023/0123457,"Station ka infrastructure bahut kharab hai, jaldi kuch karein.",station infrastructure bahut kharab jaldi,"platform_infrastructure,service_quality"
MORLY/E/2023/1234570,"Train ka baithne ka space bahut kam hai, please kuch karein.",train baithne space bahut kam,service_quality
MORLY/E/2023/1234567,Train ka schedule bahut achha nahi hai. Pichle 2 hafte se train time se nahi aa rahi hai.,train schedule bahut achha nahi pichle hafte train time nahi,train_schedule
MORLY/E/2023/2345678,"Mujhe ticket refund nahi mila hai, 3 din se wait kar rahi hoon.",ticket refund nahi mila din wait,"refund_delay,ticket_booking"
MORLY/E/2023/3456789,"Railway staff bahut rude hain, polite rahna chahiye unhein.",railway staff bahut rude polite rahna chahiye unhein,staff_misbehavior
MORLY/E/2023/4567890,"Platform ki cleaning nahi hoti, problems bahut hain. Aap log kya kar rahe hain?",platform cleaning nahi problems bahut log,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/5678901,Kahaan hai meri train? Pichle 1 ghante se wait kar raha hoon.,kahaan train pichle ghante wait,train_delay
MORLY/E/2023/6789012,"Ticket ke liye payment hua tha, lekin balance nahi dikh raha hai.",ticket payment balance nahi dikh,"ticket_booking,payment_issue"
MORLY/E/2023/7890123,Mujhe staff se behtar service chahiye. Unki training zaroori hai.,staff behtar service chahiye unki training zaroori,"staff_misbehavior,service_quality,staff_training"
MORLY/E/2023/8901234,Railway stations ki condition achhi nahi hai. Khud dekhiye!,railway stations condition achhi nahi khud dekhiye,platform_infrastructure
MORLY/E/2023/9012345,Kab chalegi meri train? 2 din se delay ho raha hai.,chalegi train din delay,train_delay
MORLY/E/2023/0123456,"Maine ticket book ki thi, lekin payment nahi hua, please check.",ticket book payment nahi check,"ticket_booking,payment_issue"
MORLY/E/2023/1234568,"Staff ko training deni chahiye, unhe kaam nahi aata!",staff training deni chahiye kaam nahi aata,"staff_misbehavior,staff_training"
MORLY/E/2023/2345679,"Station ki safai kharab hai, bahut ganda hai!",station safai kharab bahut ganda,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/3456780,"Train bahut late hoti hai, kya aap log thoda punctual ho sakte hain?",train bahut late log thoda punctual sakte,train_delay
MORLY/E/2023/4567891,"Maine ticket purchase kiya tha, lekin payment nahi hua. Please help!",ticket purchase payment nahi,"ticket_booking,payment_issue"
MORLY/E/2023/5678902,Train officer se baat karke kuch samasya suljhaane chahiye.,train officer baat samasya suljhaane chahiye,service_quality
MORLY/E/2023/6789013,"Station ki saaf safai kaafi bekaar hai, kuch karna hoga.",station saaf safai bekaar hoga,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/7890124,Train ke schedule ke baare mein badlaav hone chahiye. Kya aap kuch kar sakte hain?,train schedule baare badlaav hone chahiye sakte,"service_quality,train_schedule"
MORLY/E/2023/8901235,"Mujhe ticket purchase ke liye payment nahi mila, please check.",ticket purchase payment nahi mila check,"ticket_booking,payment_issue"
MORLY/E/2023/9012346,"Staff ko customer service behtar karni chahiye, bahut bekar hai.",staff customer service behtar karni chahiye bahut bekar,"staff_misbehavior,service_quality"
MORLY/E/2023/2345678,Mujhe train se late aane ka bahut dikkat hota hai. Pichle hafte meri train 3 ghante late thi.,train late aane bahut dikkat pichle hafte train ghante late,train_delay
MORLY/E/2023/3456789,"Station par saaf safai nahi ho rahi hai. Khud dekh kar aaya hoon, bahar ka haal bura hai.",station saaf safai nahi khud dekh bahar haal bura,"train_cleanliness,staff_misbehavior,platform_infrastructure"
MORLY/E/2023/4567890,Mere payment ka status nahi aa raha hai. Maine do baar pay kiya hai par koi confirmation nahi hai.,payment status nahi baar pay confirmation nahi,payment_issue
MORLY/E/2023/5678901,Train ke staff ka attitude acha nahi hai. Bahut rude tareeke se baat karte hain.,train staff attitude acha nahi bahut rude tareeke baat karte,staff_misbehavior
MORLY/E/2023/6789012,Train ki timing baar baar badal rahi hai. Isse mujhe bahut problem hoti hai.,train timing baar baar badal isse bahut problem,"service_quality,train_schedule"
MORLY/E/2023/7890123,Platform par safety measures nahi hain. Bahut dikkat hoti hai jab log daud rahe hote hain.,platform safety measures nahi bahut dikkat jab log daud,platform_infrastructure
MORLY/E/2023/8901234,Mujhe refund ka process nahi samajh aa raha hai. Kya aap madad kar sakte hain?,refund process nahi samajh sakte,refund_delay
MORLY/E/2023/9012345,Mere saath staff ne bahut bekaar se baat ki. Kya yeh sahi hai?,saath staff bahut bekaar baat sahi,staff_misbehavior
MORLY/E/2023/0123456,Train ki punctuality bahut kharab ho gayi hai. Har baar late hoti hai.,train punctuality bahut kharab har baar late,"train_delay,service_quality,train_schedule"
MORLY/E/2023/1234560,Station ka infrastructure bahut purana ho gaya hai. Renovation ki zarurat hai.,station infrastructure bahut purana renovation zarurat,platform_infrastructure
MORLY/E/2023/2345601,Payment gateway kaam nahi kar raha hai. Do baar try kiya par nahi hua.,payment gateway kaam nahi baar try nahi,payment_issue
MORLY/E/2023/3456012,Staff ke saath baat karne mein mushkil hoti hai. Kaam karne ka tareeka theek nahi hai.,staff saath baat mushkil kaam tareeka theek nahi,staff_misbehavior
MORLY/E/2023/4560123,Train ki on-time arrival nahi ho rahi hai. Sab kuch badal raha hai.,train ontime arrival nahi badal,"service_quality,train_schedule"
MORLY/E/2023/5670123,Platform par safety ka khyal nahi rakha ja raha hai. Yeh bahut zaruri hai.,platform safety khyal nahi rakha bahut zaruri,platform_infrastructure
MORLY/E/2023/6789012,Payment ka confirmation nahi aa raha hai. Mujhe samajh nahi aa raha hai.,payment confirmation nahi samajh nahi,payment_issue
MORLY/E/2023/7890123,Staff se baat karne mein bahut ajeeb lagta hai. Unka attitude badalna chahiye.,staff baat bahut ajeeb lagta attitude badalna chahiye,"staff_misbehavior,service_quality"
MORLY/E/2023/8901234,Mujhe train ki timing mein bahut dikkat hoti hai. Ispar dhyaan dena chahiye.,train timing bahut dikkat ispar dhyaan dena chahiye,train_schedule
MORLY/E/2023/1234567,Mujhe train ka time change hone ki wajah se pareshani hui hai. Kya aap mujhe help kar sakte hain?,train time change hone wajah pareshani sakte,train_schedule
MORLY/E/2023/2345678,Mere ticket ka paisa refund nahi hua hai. Mujhe bahut dikkat ho rahi hai.,ticket paisa refund nahi bahut dikkat,"refund_delay,ticket_booking"
MORLY/E/2023/3456789,"Platform ka condition bohot kharab hai, kabhi bhi accident ho sakta hai. Kripya dekhein.",platform condition bohot kharab accident sakta kripya dekhein,"platform_infrastructure,service_quality"
MORLY/E/2023/4567890,"Train ke staff ne mujhe theek se help nahi kiya, bahut samasya hui.",train staff theek nahi bahut samasya,staff_misbehavior
MORLY/E/2023/5678901,"Mujhe train ka schedule samajhne mein dikkat ho rahi hai, kya aap help kar sakte hain?",train schedule samajhne dikkat sakte,train_schedule
MORLY/E/2023/6789012,"Mera payment process nahi ho raha hai, please help.",payment process nahi,payment_issue
MORLY/E/2023/7890123,"Kuch platforms par safai nahi hui, bahut ganda hai. Is par dhyan dena chahiye.",platforms safai nahi bahut ganda dhyan dena chahiye,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/8901234,"Train ke staff ki behavior bohot kharab hai, please koi action lein.",train staff behavior bohot kharab action lein,"staff_misbehavior,service_quality"
MORLY/E/2023/9012345,Meri train late ho rahi hai baar baar. Is par kuch kijiye.,train late baar baar kijiye,train_delay
MORLY/E/2023/0123456,"Payment nahi hua hai, please meri madad karein.",payment nahi,payment_issue
MORLY/E/2023/1234568,"Platform par kaam nahi ho raha hai, bahut dikkat ho rahi hai passengers ko.",platform kaam nahi bahut dikkat passengers,platform_infrastructure
MORLY/E/2023/2345679,"Staff ka behavior bohot bekar hai, please kuch karein.",staff behavior bohot bekar,"staff_misbehavior,service_quality"
MORLY/E/2023/3456780,"Train ka schedule kabhi bhi change ho jata hai, mujhe samasya hoti hai.",train schedule change jata samasya,train_schedule
MORLY/E/2023/4567891,"Mujhe payment mein dikkat aa rahi hai, help please.",payment dikkat,payment_issue
MORLY/E/2023/5678902,"Railway station par bahut ganda hai, safai nahi ho rahi.",railway station bahut ganda safai nahi,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/6789013,"Staff ka behavior samajh nahi aata, unhe training ki zaroorat hai.",staff behavior samajh nahi aata training zaroorat,"staff_misbehavior,staff_training"
MORLY/E/2023/7890124,"Meri train baar baar late ho rahi hai, bahut dikkat ho raha hai.",train baar baar late bahut dikkat,train_delay
MORLY/E/2023/8901235,"Mera payment process nahi ho raha hai, please madad karein.",payment process nahi,payment_issue
MORLY/E/2023/9012346,"Station par bahut ganda hai, safai nahi ho rahi hai, please sudhaaro.",station bahut ganda safai nahi sudhaaro,"train_cleanliness,platform_infrastructure"
MORLY/E/2023/0123457,"Mujhe staff se help nahi mili, please kuch karein.",staff nahi mili,staff_misbehavior
MORLY/E/2023/1234567,Mujhe train ke timing ke baare mein galat information mili. Pichle hafte mera train 2 ghante late aaya.,train timing baare galat information mili pichle hafte train ghante late,"train_delay,staff_training,train_schedule"
MORLY/E/2023/2345678,Maine online ticket book kiya tha lekin payment successful nahi hua. Mere account se paisa nahi wapas aaya.,online ticket book payment successful nahi account paisa nahi wapas,"refund_delay,ticket_booking,payment_issue"
MORLY/E/2023/3456789,"Station ke bahar sadak bahut kharab hai. Jab bhi train aati hai, paani bhara rehta hai.",station bahar sadak bahut kharab jab train aati paani bhara rehta,"platform_infrastructure,service_quality"
MORLY/E/2023/4567890,"Train mein staff ki kami thi, logon ko train ke andar takleef hui. Koi bhi madad nahi mili.",train staff kami logon train andar takleef nahi mili,staff_misbehavior
MORLY/E/2023/5678901,Mera train schedule se aage aaya tha aur mujhe inform nahi kiya gaya. Bahut pareshani hui.,train schedule aage inform nahi bahut pareshani,"staff_training,train_schedule"
MORLY/E/2023/6789012,Maine ticket book kiya tha lekin payment nahi gaya. Account se paisa nahi mila.,ticket book payment nahi account paisa nahi mila,"ticket_booking,payment_issue"
MORLY/E/2023/7890123,Station ke aas-paas ki sadken bahut kharab hain. Safety issue hai sabhi ke liye.,station aaspaas sadken bahut kharab safety issue sabhi,"platform_infrastructure,service_quality"
MORLY/E/2023/8901234,Train ke andar staff rude the aur madad nahi kar rahe the. Bahut bura experience tha.,train andar staff rude nahi bahut bura experience,"staff_misbehavior,service_quality"
MORLY/E/2023/9012345,Train ka schedule frequently change ho raha hai. Is wajah se aapna plan banana mushkil ho raha hai.,train schedule frequently change wajah aapna plan banana mushkil,train_schedule
MORLY/E/2023/0123456,Mujhe refund milne mein der ho rahi hai. Maine ticket cancel ki thi lekin paisa nahi aaya.,refund milne der ticket cancel paisa nahi,"refund_delay,ticket_booking"
MORLY/E/2023/1234560,Station ke paas ki sadak bahut kharab hai. Gadiyan bahut mushkil se chal rahi hain.,station paas sadak bahut kharab gadiyan bahut mushkil chal,"platform_infrastructure,service_quality"
MORLY/E/2023/2345601,Train ke staff thoda careless the aur unka behavior bhi theek nahi tha. Unse complaints nahi sunte.,train staff thoda careless behavior theek nahi unse complaints nahi sunte,staff_misbehavior
MORLY/E/2023/3456012,Train ki punctuality bahut kharab hai. Do baar delay hua hai bina kisi suchna ke.,train punctuality bahut kharab baar delay bina kisi suchna,"train_delay,service_quality,train_schedule"
MORLY/E/2023/4560123,Mujhe refund milne mein kuch dikkat aa rahi hai. Pichli baar ka refund abhi tak nahi aaya.,refund milne dikkat pichli baar refund abhi nahi,refund_delay
MORLY/E/2023/5601234,Station ke aas-paas ki sadak kharab hai. Kafi badhiya safety issue hai.,station aaspaas sadak kharab kafi badhiya safety issue,"platform_infrastructure,service_quality"
MORLY/E/2023/6781234,Train mein kuch staff achhe nahi the aur unhone madad nahi ki. Bahut takleef hui.,train staff achhe nahi unhone nahi bahut takleef,staff_misbehavior
MORLY/E/2023/7893124,Mere train ka timing baar baar badal raha hai. Mujhe samay par nahi pahunchne diya.,train timing baar baar badal samay nahi pahunchne,"service_quality,train_schedule"
MORLY/E/2023/4567890,"Train time pe nahi aayi, bahut dikkat hoti hai. Kab tak intezaar karna padega?",train time nahi bahut dikkat intezaar padega,train_schedule
MORLY/E/2023/7890123,"Maine ticket ki payment ki thi par money nahi gaya, kya karun?",ticket payment money nahi karun,"ticket_booking,payment_issue"
MORLY/E/2023/8901234,"Platform par bahut gande har jagah, train aane par problem hoti hai.",platform bahut gande har jagah train aane problem,platform_infrastructure
MORLY/E/2023/9012345,"Train staff rude hain, unse baat karna mushkil hota hai.",train staff rude unse baat mushkil,staff_misbehavior
MORLY/E/2023/0123456,"Train ko cancel kar diya, mujhe bahut dikkat hui. Kya compensation milega?",train cancel bahut dikkat compensation milega,ticket_booking
MORLY/E/2023/1234568,"Mujhe ticket cancel karne par refund nahi mila, please check!",ticket cancel refund nahi mila check,"refund_delay,ticket_booking"
MORLY/E/2023/2345679,"Station pe lifts kharab hain, bahut dikkat hoti hai saaman uthane me.",station lifts kharab bahut dikkat saaman uthane,"platform_infrastructure,service_quality"
MORLY/E/2023/3456780,"Railway staff ko training ki zarurat hai, unhe customer service nahi aati.",railway staff training zarurat customer service nahi aati,"staff_misbehavior,service_quality,staff_training"
MORLY/E/2023/4567891,"Train ka schedule bar-bar badal raha hai, kaise samjhe isko?",train schedule barbar badal samjhe isko,"service_quality,train_schedule"
MORLY/E/2023/5678902,Kya refund ka process hai? Maine 2 tickets cancel kiye hain.,refund process tickets cancel kiye,"refund_delay,ticket_booking"
MORLY/E/2023/3213210,"Platform pe bahut gaddhe hain, koi dhyan nahi de raha hai.",platform bahut gaddhe dhyan nahi,platform_infrastructure
MORLY/E/2023/7654321,"Staff ka behavior theek nahi hai, kripya kuch karein.",staff behavior theek nahi kripya,staff_misbehavior
MORLY/E/2023/5432156,"Train late hai, koi bhi information nahi mil rahi hai.",train late information nahi mil,"train_delay,staff_training"
MORLY/E/2023/6543210,"Payment ke liye koi update nahi mil raha, please check karein.",payment update nahi mil check,payment_issue
MORLY/E/2023/7890124,"Station ki cleanliness bahut bekar hai, kaam par dhyan dein.",station cleanliness bahut bekar kaam dhyan dein,"train_cleanliness,platform_infrastructure,service_quality"
MORLY/E/2023/2345673,"Staff ki training nahi hui hai, unhe kaam nahi aata.",staff training nahi kaam nahi aata,"staff_misbehavior,staff_training"
MORLY/E/2023/3456789,"Train ka timing hamesha galat hota hai, please check karein.",train timing hamesha galat check,train_schedule
MORLY/E/2023/4567892,"Maine ticket book kiya tha lekin payment nahi hui, kya karun?",ticket book payment nahi karun,"ticket_booking,payment_issue"
MORLY/E/2023/0123457,"Station ki building ki haalath theek nahi hai, repair karna zaruri hai.",station building haalath theek nahi repair zaruri,platform_infrastructure
MORLY/E/2023/1234567,Mujhe train ke time se nahi chalu hone ki shikayat hai. Mere paas PNR XXXXXX hai.,train time nahi chalu hone shikayat paas pnr xxxxxx,"ticket_booking,train_schedule"
MORLY/E/2023/2345678,"Mujhe ticket ke liye paisa nahi mil raha, mujhe refund chahiye. Account XXXXXX.",ticket paisa nahi mil refund chahiye account xxxxxx,"refund_delay,ticket_booking,payment_issue"
MORLY/E/2023/3456789,Mujhe train staff ka behavior bahut behtar hona chahiye. Unhone mujhe samajhne ki koshish nahi ki.,train staff behavior bahut behtar chahiye unhone samajhne koshish nahi,staff_misbehavior
MORLY/E/2023/4567890,Platform par safai nahi hai aur suvidhaon ka abhav hai. Please dekhiye.,platform safai nahi suvidhaon abhav dekhiye,"train_cleanliness,platform_infrastructure"
