registration_no,subject_content_text,cleaned_text,agg_cluster
MORLY/E/2023/1234568,"Staff ke response time bahut slow hain. Mujhe turant madad chahiye thi, par koi nahi aaya.",staff response time bahut slow turant chahiye nahi,1363
MORLY/E/2023/2345679,Train ki timing ko lekar bahut samasya ho rahi hai. Har bar late hoti hai.,train timing lekar bahut samasya har bar late,861
MORLY/E/2023/3456780,"Refund nahi mila, jabki maine cancellation kiya tha. Bahut time ho gaya.",refund nahi mila jabki cancellation bahut time,426
MORLY/E/2023/4567893,Station par parking facilities nahi hai. Yeh bahut samasya hai jo jaldi suljhani chahiye.,station parking facilities nahi bahut samasya jaldi suljhani chahiye,163
MORLY/E/2023/5678902,"Mujhe staff se help chahiye thi, par koi nahi aaya. Bahut time laga.",staff chahiye nahi bahut time laga,1100
MORLY/E/2023/6789013,Train ka journey time kabhi kabhi badal jaata hai. Yeh kaise theek hoga?,train journey time badal jaata theek hoga,167
MORLY/E/2023/7890124,"Maine online ticket book kiya tha, par amount nahi chadha. Kya aap madad kar sakte hain?",online ticket book amount nahi chadha sakte,863
MORLY/E/2023/8901235,"Station par AC waiting room ki kami hai. Yeh bahut zaroori hai, especially garmi mein.",station waiting room kami bahut zaroori especially garmi,1111
MORLY/E/2023/9012346,Staff ki training achi nahi hai. Kya aap is par karyawahi kar sakte hain?,staff training achi nahi karyawahi sakte,257
MORLY/E/2023/7654321,Mujhe train ki timing ke baare mein bahut dikkat ho rahi hai. Kahi baar toh train late ho jaati hain aur koi information nahi milta.,train timing baare bahut dikkat kahi baar train late jaati information nahi milta,1468
MORLY/E/2023/8765432,"Mujhe train ticket ka paisa nahi mila hai, transaction ID X0X5X hai aur main bahut pareshan hoon.",train ticket paisa nahi mila transaction xxx main bahut pareshan,192
MORLY/E/2023/9876543,"Station ka infrastructure bahut kharab hai, bathrooms dirty hain aur waiting area bhi chhota hai. Ispar dekhna chahiye.",station infrastructure bahut kharab bathrooms dirty waiting area chhota ispar dekhna chahiye,761
MORLY/E/2023/0987654,"Train ke staff ne mere saath bura vyavhar kiya, mujhe sammaan nahi diya gaya. Ispar action lena chahiye.",train staff saath bura vyavhar sammaan nahi ispar action lena chahiye,757
MORLY/E/2023/6543210,"Mujhe train ka schedule samajhne mein dikkat ho rahi hai, baar baar changes ho rahe hain, koi clarity nahi hai.",train schedule samajhne dikkat baar baar changes clarity nahi,608
MORLY/E/2023/5432167,"Mera ticket cancel hua tha par paisa abhi tak nahi aaya. PNR X0X1X0 hai, please jaldi karein.",ticket cancel paisa abhi nahi pnr xxx jaldi,508
MORLY/E/2023/2109876,"Platform par safety measures nahi hain, log khud hi risk le rahe hain. Aapko kuch karna chahiye.",platform safety measures nahi log khud risk aapko chahiye,350
MORLY/E/2023/3210987,"Railway staff ne mere saath achha vyavhar nahi kiya, unhe training ki zarurat hai.",railway staff saath achha vyavhar nahi training zarurat,911
MORLY/E/2023/4321098,Train ka route change ho gaya hai aur mujhe pata nahi chal raha hai. Isse kuch karna chahiye.,train route change pata nahi chal isse chahiye,633
MORLY/E/2023/5678901,"Mujhe refund nahi mila hai, aur maine sab kuch follow kiya hai. PNR X0X3X2 hai.",refund nahi mila follow pnr xxx,357
MORLY/E/2023/3456789,"Station par lift ka koi system nahi hai, bahut pareshani hoti hai. Kuch karna chahiye.",station lift system nahi bahut pareshani chahiye,102
MORLY/E/2023/4567890,"Train ke guard ka behavior theek nahi tha, unhe training deni chahiye.",train guard behavior theek nahi training deni chahiye,368
MORLY/E/2023/6789012,"Train ka cancel hone se mere plans bigad gaye, ispar kuch karna chahiye.",train cancel hone plans bigad ispar chahiye,1398
MORLY/E/2023/7890123,Mujhe refund ki zarurat hai lekin maine koi response nahi paya. PNR X0X4X1 hai.,refund zarurat response nahi paya pnr xxx,472
MORLY/E/2023/8901234,"Station par koi acchi facilities nahi hain, drinking water nahi mil raha. Ispar kuch karna chahiye.",station acchi facilities nahi drinking water nahi mil ispar chahiye,1878
MORLY/E/2023/1234567,"Train ke staff ka behavior theek nahi hai, unhe customer service training ki zarurat hai.",train staff behavior theek nahi customer service training zarurat,711
MORLY/E/2023/3456780,Mujhe train ki late reporting ki wajah se mujhe kaafi samasya hui. Ispar kuch karna chahiye.,train late reporting wajah samasya ispar chahiye,1462
MORLY/E/2023/7654320,"Maine payment kiya par ticket nahi mila, mujhe refund ki zarurat hai.",payment ticket nahi mila refund zarurat,470
MORLY/E/2023/1234567,"Mujhe train time pe nahi mili, bahut pareshaan ho gaya. Kya koi aur train nahi thi?",train time nahi mili bahut pareshaan train nahi,412
MORLY/E/2023/2345678,"Maine online ticket book kiya tha, par payment nahi hui. Mere account ka number XXXXXX1234 hai.",online ticket book payment nahi account number xxxxxx,261
MORLY/E/2023/3456789,"Railway station ki safai nahi ho rahi hai. Bahut ganda hai, aur logon ko dikkat hoti hai.",railway station safai nahi bahut ganda logon dikkat,410
MORLY/E/2023/4567890,Ticket collector ne mujhe bhadaas kiya. Ghar se bahar nikalne ka mann nahi hota ab.,ticket collector bhadaas ghar bahar nikalne mann nahi,160
MORLY/E/2023/5678901,"Kayi baar train late hoti hai, is wajah se meri doosri connection miss ho jaati hai.",kayi baar train late wajah doosri connection miss jaati,254
MORLY/E/2023/6789012,"Maine refund ke liye apply kiya tha, lekin abhi tak kuch nahi aaya. Kya hua?",refund apply abhi nahi,939
MORLY/E/2023/7890123,Railway station par waiting room kaafi kharab hai. Naye sofa aur cleaning ki zarurat hai.,railway station waiting room kharab naye sofa cleaning zarurat,1270
MORLY/E/2023/8901234,Train mein staff rude the. Customer service improve karne ki zarurat hai.,train staff rude customer service improve zarurat,723
MORLY/E/2023/9012345,Train ka schedule baar baar badal raha hai. Ye bahut samasya bana raha hai.,train schedule baar baar badal bahut samasya bana,399
MORLY/E/2023/0123456,"Mujhe refund nahi mila ab tak, aur maine poora process follow kiya tha. Kya karen?",refund nahi mila poora process follow karen,785
MORLY/E/2023/1234568,Railway tracks bahut kharab halat mein hain. Kahi bhi repair nahi ho raha.,railway tracks bahut kharab halat kahi repair nahi,1717
MORLY/E/2023/2345679,Train ke staff bahut bhaari hain. Koi bhi madad nahi karta. Sab akele hai.,train staff bahut bhaari nahi karta akele,905
MORLY/E/2023/3456780,"Train ko chhodne ka samay ghalat tha. Jaise hi maine samjha, train chali gayi.",train chhodne samay ghalat jaise samjha train chali,1697
MORLY/E/2023/4567891,"Mere account se paise toh kaat liye, lekin ticket nahi aayi. Kahan gaya mera paisa?",account paise kaat ticket nahi paisa,1456
MORLY/E/2023/5678902,Station par facilities kharab hai. Water cooler kaam nahi kar raha hai.,station facilities kharab water cooler kaam nahi,24
MORLY/E/2023/6789013,Staff ne mujhe help nahi ki jab mujhe zarurat thi. Bahut bura experience raha.,staff nahi jab zarurat bahut bura experience,516
MORLY/E/2023/7890124,Train ka coach purana hai. Safar ke dauran bahut dikkat hoti hai.,train coach purana safar dauran bahut dikkat,85
MORLY/E/2023/8901235,"Ticket ke liye payment kiya, par confirmation nahi mila. Kya yeh normal hai?",ticket payment confirmation nahi mila normal,462
MORLY/E/2023/9012346,Platforms ki safai nahi ho rahi hai. Bahut ganda hai aur log pareshaan hain.,platforms safai nahi bahut ganda log pareshaan,43
MORLY/E/2023/1234567,Train ka time bahut late ho gaya hai. Pichle 2 ghante se intezaar kar rahe hain. Koi information nahi mil rahi hai.,train time bahut late pichle ghante intezaar information nahi mil,189
MORLY/E/2023/2345678,Mujhe apne ticket ka paisa wapas nahi mil raha hai. Payment ka transaction ID XXXXXX yeh hai.,apne ticket paisa wapas nahi mil payment transaction xxxxxx,1464
MORLY/E/2023/3456789,Train ke staff ne mujhe achhe se treat nahi kiya. Unka behavior bahut rude tha.,train staff achhe treat nahi behavior bahut rude,694
MORLY/E/2023/4567890,Platform par safai ka bahut khayal nahi rakha gaya hai. Bahut ganda hai.,platform safai bahut khayal nahi rakha bahut ganda,260
MORLY/E/2023/5678901,"Train ki facilities bahut bekar hain, kuch bhi kaam nahi kar raha.",train facilities bahut bekar kaam nahi,481
MORLY/E/2023/6789012,Payment ke liye maine do baar try kiya par refund nahi aaya. Kya karu?,payment baar try refund nahi karu,814
MORLY/E/2023/7890123,"Train ke staff ne customer service achhi nahi di, bilkul bhi madad nahi ki.",train staff customer service achhi nahi nahi,616
MORLY/E/2023/8901234,"Station par lift nahi hai, bahut dikkat hoti hai bags le jane mein. Please dekhiye.",station lift nahi bahut dikkat bags jane dekhiye,102
MORLY/E/2023/9012345,"Train time pe nahi chali, koi notice nahi diya gaya. Bahut pareshani hui.",train time nahi chali notice nahi bahut pareshani,150
MORLY/E/2023/0123456,"Mujhe apne ticket ka paisa wapas chahiye, ab tak nahi aaya.",apne ticket paisa wapas chahiye nahi,1464
MORLY/E/2023/1234567,"Station par water facilities nahi hain, bahut problems ho rahi hain.",station water facilities nahi bahut problems,40
MORLY/E/2023/2345678,Mujhe staff se baat karni thi lekin koi sunne ko tayaar nahi tha.,staff baat karni sunne tayaar nahi,369
MORLY/E/2023/3456789,"Train me khade hone ki jagah nahi thi, lekin ticket ka daam pura liya gaya.",train khade hone jagah nahi ticket daam pura,556
MORLY/E/2023/4567890,Mujhe ticket ka paisa wapas nahi mila. Badi dikkat hai.,ticket paisa wapas nahi mila badi dikkat,32
MORLY/E/2023/5678901,Railway station par seating area thik nahi hai. Bahut samasya hoti hai.,railway station seating area thik nahi bahut samasya,23
MORLY/E/2023/6789012,"Staff ne mujhe help nahi ki, bilkul ignore kiya. Bahut bura laga.",staff nahi ignore bahut bura laga,119
MORLY/E/2023/7890123,"Train ki timing bahut bekar hai, pichle 3 din se delay aa raha hai.",train timing bahut bekar pichle din delay,175
MORLY/E/2023/8901234,"Refund ke liye maine request ki thi, par koi jawab nahi aaya.",refund request jawab nahi,133
MORLY/E/2023/9012345,"Platform par paani nahi hai, bahut samasya hai. Dekhiye please.",platform paani nahi bahut samasya dekhiye,1663
MORLY/E/2023/1234567,Train time table galat hai. Mujhe pata nahi chalta kab train aati hai. Koi bhi announcement nahi hota.,train time table galat pata nahi chalta train aati announcement nahi,631
MORLY/E/2023/2345678,Maine ticket book kiya tha par payment nahi hua. Kya karun?,ticket book payment nahi karun,1718
MORLY/E/2023/3456789,Train staff rude the aur customer service bekar hai. Help chahiye.,train staff rude customer service bekar chahiye,723
MORLY/E/2023/4567890,Platform pe safai nahi hoti aur benches bhi kharab hain. Ye koi dhyan nahi de raha.,platform safai nahi benches kharab dhyan nahi,1801
MORLY/E/2023/5678901,Train ka departure time galat hai. Koi sahi information nahi hai.,train departure time galat sahi information nahi,1267
MORLY/E/2023/6789012,Mujhe refund chahiye tha par ab tak nahi aaya. Koi update nahi hai.,refund chahiye nahi update nahi,223
MORLY/E/2023/7890123,Staff ka behavior accha nahi tha. Complaint number hai XXXXXX.,staff behavior accha nahi complaint number xxxxxx,89
MORLY/E/2023/8901234,Station ke washrooms bahut gande hain. Kabhi safai nahi hoti.,station washrooms bahut gande safai nahi,617
MORLY/E/2023/9012345,Train late hai aur koi update nahi diya ja raha. Kya ho raha hai?,train late update nahi,46
MORLY/E/2023/0123456,"Maine ticket cancel kiya tha, par refund nahi mila. Ye kis tarah se sahi hai?",ticket cancel refund nahi mila kis tarah sahi,136
MORLY/E/2023/1234568,Staff ka attitude theek nahi hai aur service bekar hai. Yeh nahi chal sakta.,staff attitude theek nahi service bekar nahi chal sakta,689
MORLY/E/2023/2345679,Platform kharab hai aur station ki safai nahi hoti. Koi dhyan nahi de raha.,platform kharab station safai nahi dhyan nahi,1183
MORLY/E/2023/3456780,Train ko waqt par nahi chhod rahe. Kya kuch changes hain schedule mein?,train waqt nahi chhod changes schedule,16
MORLY/E/2023/4567891,Maine payment kiya tha par abhi tak ticket nahi mila. Kya hai yeh?,payment abhi ticket nahi mila,1419
MORLY/E/2023/5678902,Kuch staff rude hai aur service bekar hai. Aapko isme sudhar karna chahiye.,staff rude service bekar aapko isme sudhar chahiye,143
MORLY/E/2023/6789013,Station ki building mein cracks hain. Ye bahut dangerous hai.,station building cracks bahut dangerous,816
MORLY/E/2023/7890124,Train punctuality mein kami hai. Yeh bahut bura hai aur is par dhyan dena chahiye.,train punctuality kami bahut bura dhyan dena chahiye,526
MORLY/E/2023/8901235,Payment nahi hua hai ticket ka aur koi samadhan nahi hai.,payment nahi ticket samadhan nahi,387
MORLY/E/2023/9012346,Staff ki training bahut zaroori hai. Kaam thik se nahi ho raha hai.,staff training bahut zaroori kaam thik nahi,2
MORLY/E/2023/2345678,Mujhe train ka delay bahut pareshan kar raha hai. Har baar time par nahi aati!,train delay bahut pareshan har baar time nahi aati,1022
MORLY/E/2023/3456789,Mujhe payment nahi mili hai jo maine ticket book ki thi. Bahut samay ho gaya hai.,payment nahi mili ticket book bahut samay,1273
MORLY/E/2023/4567890,Train staff ka behavior theek nahi tha. Unhe train mein discipline seekhna chahiye.,train staff behavior theek nahi train discipline seekhna chahiye,675
MORLY/E/2023/5678901,Station ki safai aur facilities bahut kharab hain. Kripya dhyan de.,station safai facilities bahut kharab kripya dhyan,1103
MORLY/E/2023/6789012,Train ka schedule bar-bar change ho raha hai. Is par kuch kiya jaye.,train schedule barbar change jaye,97
MORLY/E/2023/7890123,Maine do baar payment kiya hai lekin mujhe confirmation nahi mila. Kripya madad karein.,baar payment confirmation nahi mila kripya,1755
MORLY/E/2023/8901234,"Train ke guard ka vyavhaar bilkul accha nahi tha, mujhe bahut takleef hui.",train guard vyavhaar accha nahi bahut takleef,807
MORLY/E/2023/9012345,Platform par safai bahut kharab hai. Kripya dhyan dein.,platform safai bahut kharab kripya dhyan dein,233
MORLY/E/2023/0123456,Train mein koi AC nahi tha aur bahut garmi thi. Yeh bilkul unacceptable hai!,train nahi bahut garmi unacceptable,121
MORLY/E/2023/1234568,"Mujhe payment issue hai, ticket book karne ke baad mujhe refund nahi mila.",payment issue ticket book baad refund nahi mila,308
MORLY/E/2023/2345679,"Staff ne mujhe galat information di, bahut confusion hua. Sudhaarein.",staff galat information bahut confusion sudhaarein,473
MORLY/E/2023/3456780,Station ki facilities bahut purani ho gayi hain. Inhe upgrade karne ki zarurat hai.,station facilities bahut purani inhe upgrade zarurat,1511
MORLY/E/2023/4567891,Train ka running time sahi nahi hai. Is par kuch karna hoga.,train running time sahi nahi hoga,47
MORLY/E/2023/5678902,"Mujhe payment ka confirmation nahi mila hai, jab maine ticket book kiya tha.",payment confirmation nahi mila jab ticket book,579
MORLY/E/2023/6789023,"Kuch staff ne mujhe galat information di, jisse mujhe pareshani hui.",staff galat information jisse pareshani,473
MORLY/E/2023/7890124,Station ki safai aur facilities bahut kharab hain. Kripya dhyan dein.,station safai facilities bahut kharab kripya dhyan dein,233
MORLY/E/2023/8901235,Train ka schedule bahut badal raha hai. Yeh bahut dikkat hai.,train schedule bahut badal bahut dikkat,874
MORLY/E/2023/6543210,Mujhe train ka schedule samajh nahi aa raha hai. Kahi delay ho raha hai kya?,train schedule samajh nahi kahi delay,277
MORLY/E/2023/7654321,Mujhe apne ticket ka payment nahi mila. Kripya dekhiye!,apne ticket payment nahi mila kripya dekhiye,730
MORLY/E/2023/8765432,Station par staff ka behavior achha nahi tha. Complaint karna chahta hoon.,station staff behavior achha nahi complaint chahta,869
MORLY/E/2023/9876543,Platform ki safai nahi ho rahi hai. Gandi halat hai.,platform safai nahi gandi halat,287
MORLY/E/2023/1234568,"Train time pe nahi aayi, bahut pareshani hui.",train time nahi bahut pareshani,150
MORLY/E/2023/2345679,Mujhe refund ka paisa nahi mila. Help kijiye.,refund paisa nahi mila kijiye,138
MORLY/E/2023/3456780,Train me staff ne achha behave nahi kiya. Bahut bura laga.,train staff achha behave nahi bahut bura laga,851
MORLY/E/2023/4567891,"Station par washroom ki halat kharab hai, kripya dekhiye.",station washroom halat kharab kripya dekhiye,1122
MORLY/E/2023/5678902,"Train me bahut zyada log the, koi seat nahi mili.",train bahut zyada log seat nahi mili,959
MORLY/E/2023/6789013,Mujhe ticket cancellation ka refund nahi mila hai.,ticket cancellation refund nahi mila,832
MORLY/E/2023/7890124,"Conductor ne ticket check nahi kiya, bahut bura laga.",conductor ticket check nahi bahut bura laga,1284
MORLY/E/2023/8901235,"Station par lighting kaafi kharab hai, bahut ghabrahat hoti hai raat ko.",station lighting kharab bahut ghabrahat raat,613
MORLY/E/2023/2345678,"Train mein koi facilities nahi thi, bahut dikkat hui.",train facilities nahi bahut dikkat,247
MORLY/E/2023/3456781,"Mujhe payment receipt nahi mili, bahut pareshani ho rahi hai.",payment receipt nahi mili bahut pareshani,844
MORLY/E/2023/4567892,Railway staff ki training nahi hui hai kya? Proper service nahi thi.,railway staff training nahi proper service nahi,434
MORLY/E/2023/6789014,"Train ke platform ki halat bahut kharab hai, kuch nahi kiya ja raha.",train platform halat bahut kharab nahi,551
MORLY/E/2023/7890126,"Train time pe nahi aayi, bahut pareshani hui.",train time nahi bahut pareshani,150
MORLY/E/2023/8901237,"Mujhe payment nahi mila, bahut pareshaan hoon.",payment nahi mila bahut pareshaan,975
MORLY/E/2023/4567893,"Conductor ne mera luggage nahi diya, bahut dikkat hui.",conductor luggage nahi bahut dikkat,1947
MORLY/E/2023/0123458,"Station par benches nahi hain, badi pareshani hai.",station benches nahi badi pareshani,52
MORLY/E/2023/1234567,"Train ka waqt hamesha late ho raha hai. Bahut pareshani ho rahi hai, kya kar sakte hain iska?",train waqt hamesha late bahut pareshani sakte,765
MORLY/E/2023/7654321,"Mujhe payment ka issue aa raha hai, ticket book karne par paisa deduct ho gaya lekin confirmation nahi mila.",payment issue ticket book paisa deduct confirmation nahi mila,402
MORLY/E/2023/2345678,"Train staff ka attitude bahut kharab hai, unhe training deni chahiye. Bahut bura laga mujhe.",train staff attitude bahut kharab training deni chahiye bahut bura laga,1037
MORLY/E/2023/4567890,"Station par saaf safai nahi hai, bahut bura lagta hai. Infrastructure improve hona chahiye.",station saaf safai nahi bahut bura lagta infrastructure improve chahiye,2008
MORLY/E/2023/3210987,Mujhe train cancellation ke baare mein complain karni hai. Bahut inconvenience hota hai.,train cancellation baare complain karni bahut inconvenience,346
MORLY/E/2023/9876543,"Mujhe refund nahi mila hai, ticket cancel kiya tha. Kripya dekhein isko.",refund nahi mila ticket cancel kripya dekhein isko,98
MORLY/E/2023/5432109,"Train staff ka behavior theek nahi hai, kya aap log unhe training de sakte hain?",train staff behavior theek nahi log training sakte,184
MORLY/E/2023/6789012,Station par facilities bahut kharab hain. Restrooms ki bahut dikkat hoti hai.,station facilities bahut kharab restrooms bahut dikkat,4
MORLY/E/2023/8901234,"Mujhe train timings ke baare mein complain karni hai, bahut late ho rahe hain sab.",train timings baare complain karni bahut late,346
MORLY/E/2023/2340987,Mujhe ticket ke liye pay kiya tha lekin confirmation nahi aaya. Please help.,ticket pay confirmation nahi,1408
MORLY/E/2023/5432108,Mujhe train ke staff ka behavior accha nahi laga. Kya aap kuch kar sakte hain?,train staff behavior accha nahi laga sakte,89
MORLY/E/2023/2109876,Station ki safai aur facilities bahut kharab hain. Ispar dhyan dena chahiye.,station safai facilities bahut kharab ispar dhyan dena chahiye,817
MORLY/E/2023/9871234,"Train late aa rahi hain, kya kuch kiya ja sakta hai iske liye?",train late sakta iske,28
MORLY/E/2023/6543210,Mujhe online payment karne par error aa raha hai. Iska kuch hal batao.,online payment error hal batao,699
MORLY/E/2023/3214567,Staff ke behavior se bahut pareshani ho rahi hai. Unhe strict hona chahiye.,staff behavior bahut pareshani strict chahiye,1702
MORLY/E/2023/4560123,Platform par safai nahi hai aur kaafi problems hain. Ispar dhyan dena chahiye.,platform safai nahi problems ispar dhyan dena chahiye,1396
MORLY/E/2023/7896543,"Train ki seating arrangement bahut kharab hai, kya kuch kar sakte hain?",train seating arrangement bahut kharab sakte,156
MORLY/E/2023/8903456,Mujhe refund nahi mila hai jo mujhe milna chahiye tha. Ispar dhyan de.,refund nahi mila milna chahiye ispar dhyan,834
MORLY/E/2023/3456789,"Staff ka behavior theek nahi hai, unhe sudharna chahiye.",staff behavior theek nahi sudharna chahiye,197
MORLY/E/2023/2345678,Train ka time se nahi aana bohot dikkat hai. Please is par action lein.,train time nahi aana bohot dikkat action lein,122
MORLY/E/2023/3456789,"Mujhe meri ticket ka refund nahi mila hai, please help karein.",ticket refund nahi mila,345
MORLY/E/2023/4567890,Train ke staff ka behavior accha nahi tha. Aap is par kuch karein.,train staff behavior accha nahi,89
MORLY/E/2023/5678901,Station ki safai bohot kharab hai. Aap is par dhyan dein.,station safai bohot kharab dhyan dein,1655
MORLY/E/2023/6789012,"Train delayed ho rahi hai, iska kya karna hai? Bahut samasya aa rahi hai.",train delayed bahut samasya,587
MORLY/E/2023/7890123,Mujhe meri PNR XXXXXX ka balance nahi mila hai. Please check karein.,pnr xxxxxx balance nahi mila check,830
MORLY/E/2023/8901234,Staff ke attitude mein sudhar ki zarurat hai. Bahut bura experience raha.,staff attitude sudhar zarurat bahut bura experience,516
MORLY/E/2023/9012345,Platform pe koi shade nahi hai. Bahut pareshani hoti hai dhup mein.,platform shade nahi bahut pareshani dhup,534
MORLY/E/2023/0123456,"Train ka berth nahi mila. Ticket confirm hai, lekin phir bhi problem hai.",train berth nahi mila ticket confirm phir problem,823
MORLY/E/2023/1234567,"Mujhe ticket ka double charge hua hai, please check karein.",ticket double charge check,1229
MORLY/E/2023/2345678,"Train ke staff ko training ki zarurat hai, service behtar honi chahiye.",train staff training zarurat service behtar honi chahiye,411
MORLY/E/2023/3456789,"Railway station par parking ki samasya hai, bahut muskil hoti hai.",railway station parking samasya bahut muskil,1544
MORLY/E/2023/4567890,"Train ki frequency badhaani chahiye, bohot dikkat hoti hai.",train frequency badhaani chahiye bohot dikkat,55
MORLY/E/2023/5678901,"Mujhe meri ticket ka amount XXXXXX refund nahi mila hai, please check karein.",ticket amount xxxxxx refund nahi mila check,568
MORLY/E/2023/6789012,"Train ke personnel ka behavior accha nahi hai, improvement hona chahiye.",train personnel behavior accha nahi improvement chahiye,468
MORLY/E/2023/7890123,"Railway station par toilet ki safai nahi ho rahi, is par dhyan dein.",railway station toilet safai nahi dhyan dein,417
MORLY/E/2023/8901234,"Train ka route change ho gaya hai, mujhe nahi pata tha. Ye kaise hua?",train route change nahi pata,633
MORLY/E/2023/0123457,Mujhe apne ticket ka amount XXXXXX refund nahi mila hai. Please madad karein.,apne ticket amount xxxxxx refund nahi mila,870
MORLY/E/2023/1234560,Train ke personnel ka behavior theek nahi hai. Iska kuch karna padega.,train personnel behavior theek nahi padega,1611
MORLY/E/2023/2345671,Railway station par seating arrangement nahi hai. Kya ye theek hai?,railway station seating arrangement nahi theek,1830
MORLY/E/2023/3456783,"Train ka schedule badal gaya hai, ye sabko pata nahi chala. Is par dhyan dein.",train schedule badal sabko pata nahi chala dhyan dein,958
MORLY/E/2023/4567895,"Mujhe refund ka koi response nahi mila hai, please check karein.",refund response nahi mila check,280
MORLY/E/2023/1234567,"Train bahut late ho rahi hai, 2 ghante se bhi zyada. Pata nahi kya ho raha hai.",train bahut late ghante zyada pata nahi,1707
MORLY/E/2023/2345678,"Mere payment ka refund nahi hua hai, maine 2 baar contact kiya hai.",payment refund nahi baar contact,883
MORLY/E/2023/3456789,"Platform par bahut gande halat hain, safai ki zarurat hai.",platform bahut gande halat safai zarurat,935
MORLY/E/2023/4567890,"Staff ka behavior bahut kharab hai, unhone mujhe ignore kiya.",staff behavior bahut kharab unhone ignore,269
MORLY/E/2023/5678901,"Train ka schedule bar-bar change ho raha hai, bahut pareshaan ho raha hoon.",train schedule barbar change bahut pareshaan,97
MORLY/E/2023/6789012,"Mujhe ticket ki payment nahi mili, bank se bhi confirmation nahi aa raha.",ticket payment nahi mili bank confirmation nahi,763
MORLY/E/2023/7890123,"Kuch platforms par paani bhara hua hai, bahut dikkat ho rahi hai.",platforms paani bhara bahut dikkat,981
MORLY/E/2023/8901234,"Train ke staff ko training ki zarurat hai, unka behavior acha nahi hai.",train staff training zarurat behavior acha nahi,1130
MORLY/E/2023/9012345,"Train mein kuch technical issue hai, bahut samay se rukawat hai.",train technical issue bahut samay rukawat,1213
MORLY/E/2023/0123456,"Payment ke baad bhi ticket confirmation nahi aaya, bahut pareshani ho rahi hai.",payment baad ticket confirmation nahi bahut pareshani,348
MORLY/E/2023/1234568,"Railway station par lift kharab hai, badi samasya ho rahi hai.",railway station lift kharab badi samasya,75
MORLY/E/2023/2345679,"Train ke guard ka behavior achha nahi hai, unko training ki zaroorat hai.",train guard behavior achha nahi unko training zaroorat,899
MORLY/E/2023/3456780,"Mere train ka delay ho gaya hai, dusri train ka schedule bhi nahi mila.",train delay dusri train schedule nahi mila,95
MORLY/E/2023/4567891,"Mujhe payment confirm nahi hui hai, bahut baar call kiya hai.",payment confirm nahi bahut baar call,338
MORLY/E/2023/5678902,Station par washroom ki cleanliness bahut badi samasya hai.,station washroom cleanliness bahut badi samasya,1409
MORLY/E/2023/6789013,"Conductor ne mujhe accha treat nahi kiya, bahut bura laga.",conductor accha treat nahi bahut bura laga,38
MORLY/E/2023/7890124,Mujhe train ka ticket cancel karna tha aur mujhe refund nahi mila.,train ticket cancel refund nahi mila,1007
MORLY/E/2023/8901235,"Payment ke baad mujhe ticket ka confirmation nahi mila, kaise milega?",payment baad ticket confirmation nahi mila milega,348
MORLY/E/2023/9012346,"Station par lift kharab hai, bahut dikkat ho rahi hai.",station lift kharab bahut dikkat,75
MORLY/E/2023/1234567,"Train late ho gaya hai, aur mujhe meeting ke liye jaldi pahunchna tha.",train late meeting jaldi pahunchna,1288
MORLY/E/2023/2345678,"Mera ticket cancel ho gaya, par paisa abhi tak wapas nahi aaya hai.",ticket cancel paisa abhi wapas nahi,508
MORLY/E/2023/3456789,Staff rude hai aur kabhi kabhi madad nahi karte aacha se.,staff rude nahi karte aacha,490
MORLY/E/2023/4567890,"Platform bahut kharab hai, safety concern hai!",platform bahut kharab safety concern,575
MORLY/E/2023/5678901,"Train ka schedule bilkul galat hai, please check it.",train schedule galat check,1031
MORLY/E/2023/6789012,Mainne online booking kiya tha lekin paisa deduct ho gaya par ticket nahi mila.,mainne online booking paisa deduct ticket nahi mila,1238
MORLY/E/2023/7890123,TTE ne meri ticket check karte waqt bahut rude behave kiya.,tte ticket check karte waqt bahut rude behave,1045
MORLY/E/2023/8901234,"Station par bahut gandh hai, yeh bahut health problem hai.",station bahut gandh bahut health problem,232
MORLY/E/2023/9012345,"Train bahut late aayi, aap log is par kuch action lo.",train bahut late log action,281
MORLY/E/2023/0123456,"Ticket ke liye jo paisa pay kiya tha, woh abhi tak refund nahi hua.",ticket paisa pay abhi refund nahi,1002
MORLY/E/2023/1234568,"Railway staff ko training ki zarurat hai, service quality improve karni chahiye.",railway staff training zarurat service quality improve karni chahiye,1514
MORLY/E/2023/2345679,"Platform ki condition bilkul kharab hai, bahut dikkat hoti hai.",platform condition kharab bahut dikkat,501
MORLY/E/2023/3456780,"Train ki timing baar baar change ho rahi hai, yeh bahut pareshan kar raha hai.",train timing baar baar change bahut pareshan,279
MORLY/E/2023/4567891,"Refund process ke liye koi update nahi hai, please help.",refund process update nahi,69
MORLY/E/2023/5678902,"Staff ki attitude bahut kharab hai, unhe training ki zaroorat hai.",staff attitude bahut kharab training zaroorat,949
MORLY/E/2023/6789013,"Railway stations ki cleanliness bahut kharab hai, is par dhyan diya jana chahiye.",railway stations cleanliness bahut kharab dhyan jana chahiye,590
MORLY/E/2023/7890124,"Train ki service bahut bekar ho gayi hai, please kuch karein.",train service bahut bekar,349
MORLY/E/2023/8901235,"Mera payment process ho nahi raha, yeh bahut frustrating hai.",payment process nahi bahut frustrating,117
MORLY/E/2023/9012346,"Railway staff se baat karne par unka attitude acha nahi tha, please dhyan dein.",railway staff baat attitude acha nahi dhyan dein,1836
