registration_no,cleaned_text,language
MORLY/E/2023/9012345,train timing barbar change action sakta,english
MORLY/E/2023/0123456,refund process clear nahi bahut din update nahi mil,english
MORLY/E/2023/2345670,staff bura bhasha bola inhe samjha sakte,english
MORLY/E/2023/3456781,platforms bahut purane maintenance zaroorat,english
MORLY/E/2023/4567892,train khana kharab sirf paani aisa nahi chahiye,english
MORLY/E/2023/5678903,booking amount cut ticket nahi mili theek,english
MORLY/E/2023/6789014,staff saath samvad dikkat training zarurat inhe,english
MORLY/E/2023/7890125,station washrooms bahut gande padega iske,english
MORLY/E/2023/8901236,train schedule samajh nahi aata baar baar changes,english
MORLY/E/2023/9012347,payment status nahi mil refund late,english
MORLY/E/2023/6543210,apne train timing baare information chahiye pichle hafte train late,english
MORLY/E/2023/7654321,ticket book payment nahi paise wapas,english
MORLY/E/2023/8765432,train staff behtar service nahi khud behtar chahiye,english
MORLY/E/2023/9876543,platform safai nahi bohot ganda dhyan,english
MORLY/E/2023/3456781,train route change bina notify kiye bohoat bura laga,english
MORLY/E/2023/7654321,ticket extra charge lag aasan nahi,english
MORLY/E/2023/6543210,staff ghalat information bahut pareshani,english
MORLY/E/2023/5432109,station lift kaam band bohot mushkil,english
MORLY/E/2023/3210987,train seats confirm nahi confirmation nahi mila,english
MORLY/E/2023/2345678,ticket book payment nahi kripya,english
MORLY/E/2023/7654321,staff behtar service nahi bohot zyada wait pada,english
MORLY/E/2023/8765432,railway station toilet saaf nahi yahan aana mushkil,english
MORLY/E/2023/5432109,apni train booking confirmation nahi mila jaldi,english
MORLY/E/2023/0123456,refund milna chahiye kyunki ticket cancel,english
MORLY/E/2023/7890123,staff sahi information nahi mili bahut bura experience,english
MORLY/E/2023/8901234,station infrastructure bohot kharab isse sudharna chahiye,english
MORLY/E/2023/0123456,train time bar bar change iski wajah bohot dikkat,english
MORLY/E/2023/2345678,apna refund jaldi chahiye kyunki urgent travel,english
MORLY/E/2023/6789012,train staff dikkat unhone nahi,english
MORLY/E/2023/3456789,station walls kharab isko sudharne zarurat,english
MORLY/E/2023/7654321,refund nahi mila ticket cancel process,english
MORLY/E/2023/4567823,train time nahi bahut intezaar aakhri train miss,english
MORLY/E/2023/1234567,payment nahi dikh refund process path nahi,english
MORLY/E/2023/9876543,station washroom bahut gande samay nahi,english
MORLY/E/2023/2345678,station staff bahut rude unse baat problem,english
MORLY/E/2023/3456789,train delay information nahi mil kripya update dein,english
MORLY/E/2023/5678901,payment gateway issue abhi confirmation nahi mila,english
MORLY/E/2023/6789012,platforms bahut kharab halat inki repair sakti,english
MORLY/E/2023/7890123,train guard ignore nahi mili,english
MORLY/E/2023/8901234,train schedule change notification nahi mili,english
MORLY/E/2023/9012345,payment transaction fail refund chahiye,english
MORLY/E/2023/0123456,roads station aas paas bahut kharab nahi,english
MORLY/E/2023/1234568,train ticket master ghalat information bahut problem,english
MORLY/E/2023/2345679,train timing pata nahi chala bahut dikkat,english
MORLY/E/2023/3456790,payment confirmation nahi mila samasya,english
MORLY/E/2023/4567891,station saaf safai bahut kharab nahi,english
MORLY/E/2023/5678902,karmchari attitude theek nahi sikhane zaroorat,english
MORLY/E/2023/1234567,train time bahut late log baare sakte,english
MORLY/E/2023/2345678,ticket payment paisa refund nahi bahut din,english
MORLY/E/2023/3456789,platform safai nahi bahar paani beh bahut samasya,english
MORLY/E/2023/4567890,konduktor ticket check karte waqt bahut rude behavior dikhaya log sakte,english
MORLY/E/2023/5678901,train aayegi pichle ghante wait update nahi,english
MORLY/E/2023/6789012,payment confirm nahi check sakte,english
MORLY/E/2023/7890123,station infrastructure bahut kharab bahut pareshani sakta,english
MORLY/E/2023/8901234,guard saamne ticket check nahi jab pucha sahi nahi,english
MORLY/E/2023/9012345,train schedule barbar badal yahan clarity nahi,english
MORLY/E/2023/0123456,ticket paisa nahi bahut samasya,english
MORLY/E/2023/1234568,station cleaning nahi bahut ganda yahan,english
MORLY/E/2023/2345679,station staff behavior acha nahi sakta,english
MORLY/E/2023/3456780,train frequency bahut kam mauka milne train nahi aati,english
MORLY/E/2023/4567891,ticket refund nahi log sakte,english
MORLY/E/2023/5678902,platform halat bahut kharab jaldi chahiye,english
MORLY/E/2023/6789013,train staff behavior acha nahi training zaroorat,english
MORLY/E/2023/7890124,train timing bahut badal isliye main miss,english
MORLY/E/2023/8901235,payment refund nahi sakte,english
MORLY/E/2023/9012346,platform paani bhara safai nahi sakta,english
MORLY/E/2023/0123457,staff behavior bahut acha nahi training zaroorat,english
MORLY/E/2023/9876543,train schedule baar baar badal consistency nahi bahut problem create,english
MORLY/E/2023/8765432,ticket book karte waqt payment nahi account paise kaat magar ticket nahi mil payi,english
MORLY/E/2023/7654321,station staff attitude bahut bekar unse baat rude behave karte,english
MORLY/E/2023/6543210,platform safai bahut kharab khud saaf majboor bahut bekar,english
MORLY/E/2023/5432109,train time schedule baar baar change humare travel mushkil,english
MORLY/E/2023/4321098,ticket paisa return nahi bahut pareshani,english
MORLY/E/2023/3210987,railway staff training behavior dhyan dene zarurat bahut zyada samasya,english
MORLY/E/2023/2109876,station parking kami bahut mushkil bag jaana dhyan dena chahiye,english
MORLY/E/2023/1098765,train delay hone bahut pareshaan solution nahi mil,english
MORLY/E/2023/0987654,ticket cancel money refund nahi chahiye,english
MORLY/E/2023/9876501,railway personnel training focus chahiye unki knowledge bekar nahi karte,english
MORLY/E/2023/8765412,platform light kam raat travel dikkat dhyan dena chahiye,english
MORLY/E/2023/7654323,train schedule bahut inconsistent fix plan,english
MORLY/E/2023/6543214,ticket paisa refund nahi bahut samasya,english
MORLY/E/2023/5432105,staff training dhyan dena zaroori kyunki staff behave nahi karte,english
MORLY/E/2023/2109875,station bahut saari samasya jaise toilets gande maintenance nahi,english
MORLY/E/2023/0987653,train service quality achi nahi bahut samasya bahut zaruri dhyan jaye,english
MORLY/E/2023/3210984,payment nahi mil refund mila turant hal chahiye,english
MORLY/E/2023/7654320,staff behavior accha nahi unko training zarurat,english
MORLY/E/2023/1234560,station paani samasya bahar paani jaana padta dhyan dena chahiye,english
MORLY/E/2023/8901234,train schedule bahut kharab ghante late jati yaar,english
MORLY/E/2023/9876543,ticket refund nahi mila bahut pehle cancel,english
MORLY/E/2023/6543210,train staff bahut badtameezi respect nahi,english
MORLY/E/2023/5432109,platform bahut gande safai nahi railways chahiye,english
MORLY/E/2023/4321098,train late information nahi system kharab,english
MORLY/E/2023/2109876,bheje refund status nahi pata,english
MORLY/E/2023/1098765,train staff train chahiye behtar service deni chahiye,english
MORLY/E/2023/0987654,platform khudai chal railway,english
MORLY/E/2023/5678901,train schedule samay nahi,english
MORLY/E/2023/6789012,refund milne der,english
MORLY/E/2023/7890123,staff training deni chahiye customer service behtar karni chahiye,english
MORLY/E/2023/8901235,station condition bohot kharab jaldi,english
MORLY/E/2023/4567892,train delay baar baar,english
MORLY/E/2023/3210987,kahi payment nahi bahut pareshaan,english
MORLY/E/2023/2109875,staff rude nahi karte customer service behtar chahiye,english
MORLY/E/2023/0987653,station safety kam chahiye,english
MORLY/E/2023/5678903,train platform change hone jankari nahi bahut samasya,english
MORLY/E/2023/3210988,online payment option nahi dikh chahiye,english
MORLY/E/2023/3456789,train late bahut pareshani solution bataiye,english
MORLY/E/2023/4567890,ticket paise nahi aaye bahut din,english
MORLY/E/2023/5678901,railway staff rude samasya sahi nahi suna,english
MORLY/E/2023/6789012,platform condition bahut kharab cleanliness nahi,english
MORLY/E/2023/7890123,train timing galat bahut late kariye,english
MORLY/E/2023/8901234,refund process bahut slow dekh lijiye,english
MORLY/E/2023/9012345,staff baat cheet bahut bekar respect nahi dikhate,english
MORLY/E/2023/0123456,station restrooms cleanliness bahut kharab,english
MORLY/E/2023/1234567,train frequency bahut kam chahiye,english
MORLY/E/2023/2345678,ticket refund nahi bahut samay,english
MORLY/E/2023/3456789,staff nahi jab zarurat attitude theek nahi,english
MORLY/E/2023/5678900,station benches nahi yahan baithe bahut dikkat,english
MORLY/E/2023/6789011,train platform change bina bataye,english
MORLY/E/2023/8901235,ticket refund nahi jaldi,english
MORLY/E/2023/0123457,saath staff theek vyavhaar nahi behavior theek nahi,english
MORLY/E/2023/2345670,railway station bahut saari facilities nahi badalna chahiye,english
MORLY/E/2023/8901236,train seat confirm nahi bahut problem,english
MORLY/E/2023/0123458,fare refund nahi check kariye,english
MORLY/E/2023/2345679,jaise staff treat theek nahi aisa nahi chahiye,english
MORLY/E/2023/3456790,railway station infrastructure bahut purana iski zarurat,english
MORLY/E/2023/4567891,train schedule changes nahi bahut problem,english
MORLY/E/2023/5678902,tickets refund nahi mil,english
MORLY/E/2023/7890123,saath staff rude behavior dikhaya bahut bura,english
MORLY/E/2023/0123458,station waiting area nahi bahut dikkat,english
MORLY/E/2023/2345678,train timing sahi nahi aaj train ghanta late bahut pareshaani,english
MORLY/E/2023/3456789,ticket payment nahi mila account number xxxxxx,english
MORLY/E/2023/4567890,railway staff behavior bahut kharab training zarurat,english
MORLY/E/2023/5678901,platform bahut ganda safai nahi bahut bura lagta,english
MORLY/E/2023/6789012,train time change information nahi mili,english
MORLY/E/2023/7890123,wallet payment nahi baar baar transaction fail,english
MORLY/E/2023/8901234,staff nahi behavior achha nahi,english
MORLY/E/2023/9012345,railway station building bahut purani renovation zarurat,english
MORLY/E/2023/0123456,train seats confirm nahi bahut samasya yatra,english
MORLY/E/2023/1234567,ticket refund nahi mil bahut din,english
MORLY/E/2023/2345678,staff nahi suna unhone ignore jab maangi,english
MORLY/E/2023/3456789,station bahut khudraai infrastructure theek chahiye safai nahi,english
MORLY/E/2023/4567890,aaj train route badal bina kisi notice bahut gadbad,english
MORLY/E/2023/5678901,refund paisa abhi nahi bahut pareshani,english
MORLY/E/2023/6789012,polite staff zarurat abhi staff rude,english
MORLY/E/2023/7890123,station safai bahut nahi samasya jaldi suljhao,english
MORLY/E/2023/8901234,train service accha nahi food quality bahut kharab,english
MORLY/E/2023/9012345,ticket payment abhi nahi bahut samasya,english
MORLY/E/2023/0123456,staff nahi mil zyada rude,english
MORLY/E/2023/1234567,train punctuality bahut bekar dost train ghante late,english
MORLY/E/2023/2345678,ticket purchase karte waqt payment nahi bahut pareshani,english
MORLY/E/2023/3456789,station staff behaviour achha nahi unko training zaroorat,english
MORLY/E/2023/4567890,platform safai nahi bahut gandh safety concern,english
MORLY/E/2023/5678901,train schedule update nahi information nahi mil,english
MORLY/E/2023/6789012,online ticket book payment fail,english
MORLY/E/2023/7890123,railway staff baat karte waqt unki attitude thik nahi,english
MORLY/E/2023/8901234,station building purani repair zaroorat,english
MORLY/E/2023/9012345,train timing hamesha change iski wajah dikkat,english
MORLY/E/2023/0123456,ticket book refund nahi mila bahut pareshani,english
MORLY/E/2023/1234568,staff customers saath baat training nahi kafi rude,english
MORLY/E/2023/2345689,railway station infrastructure bahut purani upgrade zaroorat,english
MORLY/E/2023/3456790,train schedule hamesha late wajah main pareshaan,english
MORLY/E/2023/4567891,refund apply nahi,english
MORLY/E/2023/5678902,staff training nahi kafi baar customers rude jawab milte,english
MORLY/E/2023/6789013,station toilets bahut gande kafi samay safai nahi,english
MORLY/E/2023/7890124,train seating arrangement hamesha sahi nahi bahut dikkat,english
MORLY/E/2023/8901235,payment nahi bahut samasya,english
MORLY/E/2023/9012346,staff knowledge bahut kami training zaroorat,english
MORLY/E/2023/0123457,railway station building bahut kharab repair zaroorat,english
MORLY/E/2023/1234567,train time nahi aana bahut pareshan iski janch,english
MORLY/E/2023/2345678,payment refund nahi mila mahine intezar,english
MORLY/E/2023/3456789,conductor bahut rude unse baat mushkil,english
MORLY/E/2023/4567890,station safai nahi bahut gandh,english
MORLY/E/2023/5678901,train baar baar late bahut dikkat solution,english
MORLY/E/2023/6789012,ticket payment nahi mili paise transfer kiye,english
MORLY/E/2023/7890123,train staff behaviour theek nahi unko training zaroorat,english
MORLY/E/2023/8901234,railway station building bahut purani nayi banani chahiye,english
MORLY/E/2023/9012345,train schedule bahut confusion samjha nahi aata train,english
MORLY/E/2023/0123456,ticket paise kisi wajah nahi aaye jaldi issue solve,english
MORLY/E/2023/1234568,station staff training nahi iss wajah problems,english
MORLY/E/2023/2345679,platform bahut saare potholes isliye dikkat,english
MORLY/E/2023/3456780,kisi train time nahi pata confirm,english
MORLY/E/2023/4567891,refund nahi mila ticket cancel,english
MORLY/E/2023/5678902,railway staff training nahi kaam aata nahi,english
MORLY/E/2023/6789013,station paas bahut gandh isse immediate attention chahiye,english
MORLY/E/2023/7890124,train timings baar baar change ispar dhyan,english
MORLY/E/2023/8901235,payment issue samadhan chahiye bahut time,english
MORLY/E/2023/9012346,staff behaviour theek nahi seekhne zaroorat,english
MORLY/E/2023/0123457,station infrastructure bahut kharab jaldi,english
MORLY/E/2023/1234570,train baithne space bahut kam,english
MORLY/E/2023/1234567,train schedule bahut achha nahi pichle hafte train time nahi,english
MORLY/E/2023/2345678,ticket refund nahi mila din wait,english
MORLY/E/2023/3456789,railway staff bahut rude polite rahna chahiye unhein,english
MORLY/E/2023/4567890,platform cleaning nahi problems bahut log,english
MORLY/E/2023/5678901,kahaan train pichle ghante wait,english
MORLY/E/2023/6789012,ticket payment balance nahi dikh,english
MORLY/E/2023/7890123,staff behtar service chahiye unki training zaroori,english
MORLY/E/2023/8901234,railway stations condition achhi nahi khud dekhiye,english
MORLY/E/2023/9012345,chalegi train din delay,english
MORLY/E/2023/0123456,ticket book payment nahi check,english
MORLY/E/2023/1234568,staff training deni chahiye kaam nahi aata,english
MORLY/E/2023/2345679,station safai kharab bahut ganda,english
MORLY/E/2023/3456780,train bahut late log thoda punctual sakte,english
MORLY/E/2023/4567891,ticket purchase payment nahi,english
MORLY/E/2023/5678902,train officer baat samasya suljhaane chahiye,english
MORLY/E/2023/6789013,station saaf safai bekaar hoga,english
MORLY/E/2023/7890124,train schedule baare badlaav hone chahiye sakte,english
MORLY/E/2023/8901235,ticket purchase payment nahi mila check,english
MORLY/E/2023/9012346,staff customer service behtar karni chahiye bahut bekar,english
MORLY/E/2023/2345678,train late aane bahut dikkat pichle hafte train ghante late,english
MORLY/E/2023/3456789,station saaf safai nahi khud dekh bahar haal bura,english
MORLY/E/2023/4567890,payment status nahi baar pay confirmation nahi,english
MORLY/E/2023/5678901,train staff attitude acha nahi bahut rude tareeke baat karte,english
MORLY/E/2023/6789012,train timing baar baar badal isse bahut problem,english
MORLY/E/2023/7890123,platform safety measures nahi bahut dikkat jab log daud,english
MORLY/E/2023/8901234,refund process nahi samajh sakte,english
MORLY/E/2023/9012345,saath staff bahut bekaar baat sahi,english
MORLY/E/2023/0123456,train punctuality bahut kharab har baar late,english
MORLY/E/2023/1234560,station infrastructure bahut purana renovation zarurat,english
MORLY/E/2023/2345601,payment gateway kaam nahi baar try nahi,english
MORLY/E/2023/3456012,staff saath baat mushkil kaam tareeka theek nahi,english
MORLY/E/2023/4560123,train ontime arrival nahi badal,english
MORLY/E/2023/5670123,platform safety khyal nahi rakha bahut zaruri,english
MORLY/E/2023/6789012,payment confirmation nahi samajh nahi,english
MORLY/E/2023/7890123,staff baat bahut ajeeb lagta attitude badalna chahiye,english
MORLY/E/2023/8901234,train timing bahut dikkat ispar dhyaan dena chahiye,english
MORLY/E/2023/1234567,train time change hone wajah pareshani sakte,english
MORLY/E/2023/2345678,ticket paisa refund nahi bahut dikkat,english
MORLY/E/2023/3456789,platform condition bohot kharab accident sakta kripya dekhein,english
MORLY/E/2023/4567890,train staff theek nahi bahut samasya,english
MORLY/E/2023/5678901,train schedule samajhne dikkat sakte,english
MORLY/E/2023/6789012,payment process nahi,english
MORLY/E/2023/7890123,platforms safai nahi bahut ganda dhyan dena chahiye,english
MORLY/E/2023/8901234,train staff behavior bohot kharab action lein,english
MORLY/E/2023/9012345,train late baar baar kijiye,english
MORLY/E/2023/0123456,payment nahi,english
MORLY/E/2023/1234568,platform kaam nahi bahut dikkat passengers,english
MORLY/E/2023/2345679,staff behavior bohot bekar,english
MORLY/E/2023/3456780,train schedule change jata samasya,english
MORLY/E/2023/4567891,payment dikkat,english
MORLY/E/2023/5678902,railway station bahut ganda safai nahi,english
MORLY/E/2023/6789013,staff behavior samajh nahi aata training zaroorat,english
MORLY/E/2023/7890124,train baar baar late bahut dikkat,english
MORLY/E/2023/8901235,payment process nahi,english
MORLY/E/2023/9012346,station bahut ganda safai nahi sudhaaro,english
MORLY/E/2023/0123457,staff nahi mili,english
MORLY/E/2023/1234567,train timing baare galat information mili pichle hafte train ghante late,english
MORLY/E/2023/2345678,online ticket book payment successful nahi account paisa nahi wapas,english
MORLY/E/2023/3456789,station bahar sadak bahut kharab jab train aati paani bhara rehta,english
MORLY/E/2023/4567890,train staff kami logon train andar takleef nahi mili,english
MORLY/E/2023/5678901,train schedule aage inform nahi bahut pareshani,english
MORLY/E/2023/6789012,ticket book payment nahi account paisa nahi mila,english
MORLY/E/2023/7890123,station aaspaas sadken bahut kharab safety issue sabhi,english
MORLY/E/2023/8901234,train andar staff rude nahi bahut bura experience,english
MORLY/E/2023/9012345,train schedule frequently change wajah aapna plan banana mushkil,english
MORLY/E/2023/0123456,refund milne der ticket cancel paisa nahi,english
MORLY/E/2023/1234560,station paas sadak bahut kharab gadiyan bahut mushkil chal,english
MORLY/E/2023/2345601,train staff thoda careless behavior theek nahi unse complaints nahi sunte,english
MORLY/E/2023/3456012,train punctuality bahut kharab baar delay bina kisi suchna,english
MORLY/E/2023/4560123,refund milne dikkat pichli baar refund abhi nahi,english
MORLY/E/2023/5601234,station aaspaas sadak kharab kafi badhiya safety issue,english
MORLY/E/2023/6781234,train staff achhe nahi unhone nahi bahut takleef,english
MORLY/E/2023/7893124,train timing baar baar badal samay nahi pahunchne,english
MORLY/E/2023/4567890,train time nahi bahut dikkat intezaar padega,english
MORLY/E/2023/7890123,ticket payment money nahi karun,english
MORLY/E/2023/8901234,platform bahut gande har jagah train aane problem,english
MORLY/E/2023/9012345,train staff rude unse baat mushkil,english
MORLY/E/2023/0123456,train cancel bahut dikkat compensation milega,english
MORLY/E/2023/1234568,ticket cancel refund nahi mila check,english
MORLY/E/2023/2345679,station lifts kharab bahut dikkat saaman uthane,english
MORLY/E/2023/3456780,railway staff training zarurat customer service nahi aati,english
MORLY/E/2023/4567891,train schedule barbar badal samjhe isko,english
MORLY/E/2023/5678902,refund process tickets cancel kiye,english
MORLY/E/2023/3213210,platform bahut gaddhe dhyan nahi,english
MORLY/E/2023/7654321,staff behavior theek nahi kripya,english
MORLY/E/2023/5432156,train late information nahi mil,english
MORLY/E/2023/6543210,payment update nahi mil check,english
MORLY/E/2023/7890124,station cleanliness bahut bekar kaam dhyan dein,english
MORLY/E/2023/2345673,staff training nahi kaam nahi aata,english
MORLY/E/2023/3456789,train timing hamesha galat check,english
MORLY/E/2023/4567892,ticket book payment nahi karun,english
MORLY/E/2023/0123457,station building haalath theek nahi repair zaruri,english
MORLY/E/2023/1234567,train time nahi chalu hone shikayat paas pnr xxxxxx,english
MORLY/E/2023/2345678,ticket paisa nahi mil refund chahiye account xxxxxx,english
MORLY/E/2023/3456789,train staff behavior bahut behtar chahiye unhone samajhne koshish nahi,english
MORLY/E/2023/4567890,platform safai nahi suvidhaon abhav dekhiye,english
MORLY/E/2023/5678901,train der samay jankari chahiye,english
MORLY/E/2023/6789012,refund nahi mila ticket xxxxxx,english
MORLY/E/2023/7890123,staff bura vyavhaar mila unhein samjhana chahiye,english
MORLY/E/2023/8901234,railway station facilities bahut kharab kripya sudhaarne koshish,english
MORLY/E/2023/9012345,train schedule theek nahi pichle din delay,english
MORLY/E/2023/0123456,refund nahi mila ticket xxxxxx,english
MORLY/E/2023/1234500,staff complaint ignore samajh nahi,english
MORLY/E/2023/2345601,railway station basic facilities nahi kripya dhyan dein,english
MORLY/E/2023/3456702,train time schedule nahi samasya,english
MORLY/E/2023/4567813,refund mila nahi account xxxxxx,english
MORLY/E/2023/5678924,staff vyavhaar theek nahi samasya,english
MORLY/E/2023/6789035,platform safai bahut kharab nahi dekh,english
MORLY/E/2023/7890146,train schedule nahi samasya,english
MORLY/E/2023/8901257,refund nahi mila ticket xxxxxx,english
MORLY/E/2023/9012368,staff bura vyavhaar mila samajh nahi,english
MORLY/E/2023/0123479,railway station basic facilities nahi kripya dhyan dein,english
MORLY/E/2023/1234580,train schedule theek nahi pichle din delay,english
MORLY/E/2023/7654321,train timing baare pata nahi chala kahi pehle bataya nahi,english
MORLY/E/2023/9876543,reservation payment nahi baar try,english
MORLY/E/2023/1357924,railway station facilities bahut kharab cleanliness seating hoga,english
MORLY/E/2023/2468135,train staff behavior accha nahi zyada polite chahiye,english
MORLY/E/2023/3579246,train late information nahi mil,english
MORLY/E/2023/1237890,ticket cancel hone baad refund nahi,english
MORLY/E/2023/8901234,platform bahut kharab safety measures nahi hoga,english
MORLY/E/2023/5432167,train staff nahi jab zarurat theek nahi,english
MORLY/E/2023/6789453,train schedule baarbaar badal bahut pareshani,english
MORLY/E/2023/1357984,ticket cancellation refund nahi mila log,english
MORLY/E/2023/6783942,train station building bahut purani lag chahiye,english
MORLY/E/2023/1234568,staff acha response nahi mila kaam zarurat,english
MORLY/E/2023/3456789,train announcements clear nahi dhyan dena chahiye,english
MORLY/E/2023/4567890,payment issue samadhan chahiye response nahi,english
MORLY/E/2023/2345678,station bahut pareshani proper infrastructure zaroori,english
MORLY/E/2023/7894561,staff training zarurat behavior bahut behtar chahiye,english
MORLY/E/2023/2345679,train delay bahut jyada chahiye,english
MORLY/E/2023/9876542,refund confirmation nahi mila log dekh sakte,english
MORLY/E/2023/3456781,station building purani hoga,english
MORLY/E/2023/6789010,staff nahi jab zarurat galat,english
MORLY/E/2023/4234567,train timing baare pata nahi chala pichle mahine problem chal,english
MORLY/E/2023/7865432,transaction refund nahi mila transaction number xxx kripya,english
MORLY/E/2023/6543210,platform bahut ganda safai nahi isse jaye,english
MORLY/E/2023/9876543,tte bura treat main thoda samajh nahi paa bahut galat,english
MORLY/E/2023/3210987,train samay nahi bahut samay laga bahut pareshani,english
MORLY/E/2023/4567890,payment baar baar followup pada normal,english
MORLY/E/2023/2345678,station bahut saari jagah kharab yahaan ghar jaise lagta nahi sakta,english
MORLY/E/2023/8765432,staff nahi milti training zaroorat,english
MORLY/E/2023/1357902,train seat allocation dikkat samasya sabke,english
MORLY/E/2023/2468013,payment confirm nahi sakte account number xxx,english
MORLY/E/2023/3579135,railway station infrastructure bahut purana jagah khatarnaak,english
MORLY/E/2023/8642037,kahi baar railway staff rude jate behave zarurat,english
MORLY/E/2023/0192834,train bahut zyada pareshani discipline nahi sakta,english
MORLY/E/2023/5678901,online booking dikkat sakte,english
MORLY/E/2023/6789012,station theek nahi dar lagta jaye,english
MORLY/E/2023/7890123,railway staff rude jaate theek hoga,english
MORLY/E/2023/8901234,train timing baare pata nahi chala bahut mushkil,english
MORLY/E/2023/9012345,payment baar baar followup pada sahi,english
MORLY/E/2023/0123456,railway station infrastructure bahut purana nahi,english
MORLY/E/2023/1234567,railway staff respect nahi training zarurat,english
MORLY/E/2023/1234567,train time schedule galat bahut der aati thoda dhyan dijiye,english
MORLY/E/2023/2345678,apna ticket refund nahi mila account number xxxxxx payment issue,english
MORLY/E/2023/3456789,reservation counter staff kami bahut samay lagta,english
MORLY/E/2023/4567890,station cleanliness bahut khayal nahi rakha toilet ganda,english
MORLY/E/2023/5678901,train late hone reason nahi bataya nahi chalega,english
MORLY/E/2023/6789012,main ticket book payment nahi xxxxxx issue,english
MORLY/E/2023/7890123,staff behaviour bahut kharab unse baat mushkil,english
MORLY/E/2023/8901234,platform paani ghus train aane samasya,english
MORLY/E/2023/9012345,train timing wrong ispar dhyan dijiye,english
MORLY/E/2023/0123456,refund nahi mila booking xxxx check,english
MORLY/E/2023/1234568,station staff behavior bahut kharab iske kaisa action,english
MORLY/E/2023/2345679,railway station badhiya infrastructure nahi aasani ghoomne nahi,english
MORLY/E/2023/3456780,train schedule bahut badal isko thoda fix,english
MORLY/E/2023/4567891,ticket payment nahi account number xxxxxx issue,english
MORLY/E/2023/5678902,station kaam wale logon attitude bahut bekar thoda sudhaaro,english
MORLY/E/2023/6789013,railway station buildings bahut purani kharab halat plan iske,english
MORLY/E/2023/7890124,train connectivity bahut bekar kijiye bahut takleef,english
MORLY/E/2023/8901235,payment nahi ticket xxxxxx issue check,english
MORLY/E/2023/9012346,staff response bahut slow samasya solve time lag,english
MORLY/E/2023/0123457,railway station jagah kharab dhyan dene zarurat,english
MORLY/E/2023/1234569,train seats availability baare jankari nahi mili,english
MORLY/E/2023/2345670,refund process nahi booking xxxxxx check,english
MORLY/E/2023/1234567,rail samay hamesha late aaj ghante solution nahi,english
MORLY/E/2023/7654321,ticket paisa refund nahi kaha paisa bahut pareshani,english
MORLY/E/2023/9876543,railway staff behavior bahut kharab unse baat dar lagta training,english
MORLY/E/2023/4567890,station safai nahi utne log fir kyu halat,english
MORLY/E/2023/1357924,baar train cancel sirf message info nahi,english
MORLY/E/2023/2468135,ticket cancel paisa nahi,english
MORLY/E/2023/5432167,staff badtameezi samna pada unacceptable,english
MORLY/E/2023/6789012,platform condition bahut kharab akele nahi keh aapko dekha padega,english
MORLY/E/2023/7890123,train schedule thik nahi aksar late cancel,english
MORLY/E/2023/8901234,dus din paisa nahi customer service nahi karti,english
MORLY/E/2023/2345678,staff log bahut rude samjha sakte sakta,english
MORLY/E/2023/5678901,station building bahut purani vichar sakte,english
MORLY/E/2023/6789013,baar baar train change pad fixed schedule nahi bahut dikkat,english
MORLY/E/2023/8901245,ticket payment confirmation nahi,english
MORLY/E/2023/1237890,railway staff training kami mehsoos customers ghalat information dete,english
MORLY/E/2023/3456789,railway stations security bhut kami sakte,english
MORLY/E/2023/4567891,staff taraf nahi mil train schedule milti nahi,english
MORLY/E/2023/6780123,train cancel refund process nahi hoga,english
MORLY/E/2023/8905678,staff log bahut ghalat jawab dete training nahi dete,english
MORLY/E/2023/7491325,train schedule bahut bekar main baar baar late,english
MORLY/E/2023/5938471,payment process dikkat refund nahi mil,english
MORLY/E/2023/1283947,train baar baar cancel bahut ghalat,english
MORLY/E/2023/8392012,station cleaning bahut kharab saaf safai nahi,english
MORLY/E/2023/2043856,railway staff vyavhaar theek nahi attitude bahut kharab,english
MORLY/E/2023/9382741,train seat nahi mil pnr number xxxxxx baar baar check nahi mila,english
MORLY/E/2023/4859123,railway tracks bahut saari kharabi khatarnaak,english
MORLY/E/2023/7382910,payment xxx nahi,english
MORLY/E/2023/1945638,staff training zarurat customer service nahi pata,english
MORLY/E/2023/8473629,train timing hamesha late iski wajah bahut dikkat,english
MORLY/E/2023/5762493,railway station bahut badi samasya washroom dirty saaf nahi,english
MORLY/E/2023/8293450,refund nahi mila galat kripya check,english
MORLY/E/2023/3741086,staff training nahi nahi karte,english
MORLY/E/2023/9183475,train timing saath problem hamesha late,english
MORLY/E/2023/2345091,station bahut kharab infrastructure nahi,english
MORLY/E/2023/8237461,payment process bahut slow samasya,english
MORLY/E/2023/6578394,lagta staff training zarurat behatar nahi,english
MORLY/E/2023/4795618,train stop bahut nahi main chali jaati,english
MORLY/E/2023/8392750,station kisi tarah suvidha nahi,english
MORLY/E/2023/8467190,refund nahi mila bahut bura kripya dekho,english
MORLY/E/2023/2304184,staff vyavhaar theek nahi nahi karte,english
MORLY/E/2023/5743902,train der aayegi paas samay nahi,english
MORLY/E/2023/1234567,train time nahi bahut der information nahi,english
MORLY/E/2023/2345678,payment nahi refund chahiye transaction xxxxxx,english
MORLY/E/2023/3456789,staff rude unhone nahi bahut bura laga,english
MORLY/E/2023/4567890,platform dirty safai nahi log,english
MORLY/E/2023/5678901,train cancel bina kisi soochna bahut pareshani,english
MORLY/E/2023/6789012,credit card payment nahi bahut samasya,english
