registration_no,subject_content_text,cleaned_text,ymeans_cluster
MORLY/E/2023/1234567,Train ki timing kabhi kabhi sahi nahi hoti. Pura schedule kharab ho jaata hai.,train timing sahi nahi pura schedule kharab jaata,0
MORLY/E/2023/2345678,Railway station par sanitation bahut kharab hai. Kafi ganda lag raha hai.,railway station sanitation bahut kharab kafi ganda lag,0
MORLY/E/2023/3456789,Mera ticket refund nahi ho raha hai. Kab tak hoga?,ticket refund nahi hoga,1
MORLY/E/2023/4567890,Railway staff ka behavior bahut acha nahi hai. Unko training leni chahiye.,railway staff behavior bahut acha nahi unko training leni chahiye,0
MORLY/E/2023/5678901,Train ka delay baar baar ho raha hai. Kya yeh normal hai?,train delay baar baar normal,0
MORLY/E/2023/6789012,"Platform par safety issues hain, kuch log girne wale hain.",platform safety issues log girne wale,0
MORLY/E/2023/7890123,"Payment ka issue aa raha hai, kuch error aa raha hai jab mein ticket book karti hoon.",payment issue error jab ticket book karti,1
MORLY/E/2023/8901234,Train ke staff ki training bahut kam hai. Unko aur sikhaane ki zarurat hai.,train staff training bahut kam unko sikhaane zarurat,0
MORLY/E/2023/9012345,"Kahi baar train ke arrival aur departure timings galat dikhate hain, is par dhyan dena chahiye.",kahi baar train arrival departure timings galat dikhate dhyan dena chahiye,0
MORLY/E/2023/0123456,"Platform par paani bhara rehta hai, yeh bahut kharab hai.",platform paani bhara rehta bahut kharab,0
MORLY/E/2023/1234568,"Mujhe refund ka process samajh nahi aa raha hai, please help.",refund process samajh nahi,1
MORLY/E/2023/2345679,"Train staff ko customer service ki training deni chahiye, unka attitude theek nahi hai.",train staff customer service training deni chahiye attitude theek nahi,0
MORLY/E/2023/3456780,"Train ka schedule bahut hi bekar hai, yeh sudharna zaroori hai.",train schedule bahut bekar sudharna zaroori,0
MORLY/E/2023/4567891,"Railway station ke washroom bahut gande hain, thoda dhyan dena chahiye.",railway station washroom bahut gande thoda dhyan dena chahiye,0
MORLY/E/2023/5678902,"Mera refund pending hai, please help mujhe.",refund pending,1
MORLY/E/2023/6789013,"Staff bahut rude hain, unka behavior theek karna zaroori hai.",staff bahut rude behavior theek zaroori,0
MORLY/E/2023/7890124,"Train ka delay bahut zyada hota hai, is par kuch karna chahiye.",train delay bahut zyada chahiye,0
MORLY/E/2023/8901235,"Railway station par kuch construction ka kaam nahi ho raha, infrastructure bekaar hai.",railway station construction kaam nahi infrastructure bekaar,0
MORLY/E/2023/9012346,"Maine jo ticket cancel kiya tha, uska refund abhi tak nahi mila hai.",ticket cancel refund abhi nahi mila,1
MORLY/E/2023/9876543,Mujhe train ke timing ki galat jankari mili thi. Koi solution nahi diya gaya.,train timing galat jankari mili solution nahi,0
MORLY/E/2023/1234567,Mujhe mera refund nahi mila hai. Payment gateway se dikkat hai.,refund nahi mila payment gateway dikkat,1
MORLY/E/2023/2345678,"Train ke staff ki behavior bahut kharab thi, unse achhi service nahi mili.",train staff behavior bahut kharab unse achhi service nahi mili,0
MORLY/E/2023/3456789,Station ki safai bahut kharab hai. Koi bhi staff safai nahi kar raha hai.,station safai bahut kharab staff safai nahi,0
MORLY/E/2023/4567890,Mujhe train ka schedule samajh nahi aa raha. Koi clear information nahi hai.,train schedule samajh nahi clear information nahi,0
MORLY/E/2023/5678901,"Maine ticket cancel kiya tha, lekin paise nahi mile. Kya karun?",ticket cancel paise nahi mile karun,1
MORLY/E/2023/6789012,Train ke guard ki baatein samajh nahi aayi. Kya woh aur clear bol sakte hain?,train guard baatein samajh nahi clear bol sakte,0
MORLY/E/2023/7890123,Platform par safai bahut bekar hai. Kahi bhi kachra pada hai.,platform safai bahut bekar kahi kachra pada,0
MORLY/E/2023/8901234,"Train ka timing barabar nahi hai, baar baar delay hota hai.",train timing barabar nahi baar baar delay,0
MORLY/E/2023/9012345,"Maine payment kiya tha lekin ticket nahi mila, aage kya karun?",payment ticket nahi mila aage karun,1
MORLY/E/2023/0123456,Train ke staff ne koi sahayata nahi ki. Bahut samasya hui.,train staff sahayata nahi bahut samasya,0
MORLY/E/2023/1234568,"Platform par andhera hai, lighting bahut kharab hai.",platform andhera lighting bahut kharab,0
MORLY/E/2023/2345679,"Train ke schedule ki koi jankari nahi hai, samasya ho rahi hai.",train schedule jankari nahi samasya,0
MORLY/E/2023/3456790,Payment nahi hua hai lekin mere account se paise kat gaye hain.,payment nahi account paise kat,1
MORLY/E/2023/4567891,"Train ke staff ne mujhe ghalat jankari di, bahut pareshani hui.",train staff ghalat jankari bahut pareshani,0
MORLY/E/2023/5678902,"Station par washroom ki safai bahut kharab hai, nahi use kar sakte.",station washroom safai bahut kharab nahi use sakte,0
MORLY/E/2023/6789013,"Train ka announcement nahi hota hai, hum sab confused hote hain.",train announcement nahi confused,0
MORLY/E/2023/7890124,Maine ticket book kiya tha lekin payment nahi hui. Kya karoon?,ticket book payment nahi karoon,1
MORLY/E/2023/2345678,"Mera train ka time bar bar badal raha hai, mujhe samasya ho rahi hai. Pichle 3 baar delay hua hai.",train time bar bar badal samasya pichle baar delay,0
MORLY/E/2023/8765432,Mujhe train ka ticket book karte waqt paise deduct hue lekin confirmation nahi aayi. Kya ho raha hai?,train ticket book karte waqt paise deduct hue confirmation nahi,1
MORLY/E/2023/2233445,Railway staff ka behavior theek nahi tha jab main inquiry counter pe gaya. Bahut rude they.,railway staff behavior theek nahi jab main inquiry counter bahut rude,0
MORLY/E/2023/4455667,"Platform par bahut gande hain, safety issues hain. Kya aap log kuch kar sakte hain?",platform bahut gande safety issues log sakte,0
MORLY/E/2023/8877665,Mujhe samasya ho rahi hai train ki timing ko lekar. Pichle do din se train time par nahi aa rahi.,samasya train timing lekar pichle din train time nahi,0
MORLY/E/2023/6655443,"Online payment karne par transaction fail ho gaya, lekin paise to chala gaye. Bahut pareshaan hoon main.",online payment transaction fail paise chala bahut pareshaan main,0
MORLY/E/2023/5566778,Railway ke staff ka behavior thoda rude tha jab main unse help maang raha tha. Yeh nahi hona chahiye.,railway staff behavior thoda rude jab main unse maang nahi chahiye,0
MORLY/E/2023/7788990,"Station par safai ki bahut kami hai, bahut takleef hoti hai. Kya aap is par kuch kar sakte hain?",station safai bahut kami bahut takleef sakte,0
MORLY/E/2023/8877668,Train ka schedule kabhi kabhi change hota hai bina kisi notice ke. Yeh bahut mushkil hota hai.,train schedule change bina kisi notice bahut mushkil,0
MORLY/E/2023/6655444,"Maine ticket liya tha, paise bhi gaye, lekin ticket nahi mila. Bahut pareshani ho rahi hai.",ticket paise ticket nahi mila bahut pareshani,1
MORLY/E/2023/5566779,Railway personnel ko kaam karne ka bilkul gyaan nahi hai. Mujhe madad chahiye thi.,railway personnel kaam gyaan nahi chahiye,0
MORLY/E/2023/7788991,Station ki facilities bahut kharab ho rahi hain. Washrooms bhi gande hain.,station facilities bahut kharab washrooms gande,0
MORLY/E/2023/8877669,Railway ka service kabhi kabhi accha nahi hota. Kaafi baar delay hota hai.,railway service accha nahi baar delay,0
MORLY/E/2023/6655442,"Maine ek ticket purchase kiya, lekin mujhe refund nahi mila. Bahut takleef ho rahi hai.",ticket purchase refund nahi mila bahut takleef,1
MORLY/E/2023/5566771,"Mujhe railway staff se madad chahiye thi, lekin unka attitude theek nahi tha. Yeh accha nahi hai.",railway staff chahiye attitude theek nahi accha nahi,0
MORLY/E/2023/7788992,Station ki safai bilkul nahi ho rahi hai. Ye bahut dikkat hai. Kya aap kuch kar sakte hain?,station safai nahi bahut dikkat sakte,0
MORLY/E/2023/1234567,Mujhe train ke delay ki samasya hai. Do baar delay ho chuka hai bina kisi jaankari ke.,train delay samasya baar delay chuka bina kisi jaankari,0
MORLY/E/2023/2345678,"Train late ho gaya tha, mujhe jaana tha exam ke liye. Koi update nahi aata.",train late jaana exam update nahi aata,0
MORLY/E/2023/3456789,"Platform pe bahut gandh hai, safai nahi hoti. Bahar se passengers aate hain.",platform bahut gandh safai nahi bahar passengers,0
MORLY/E/2023/4567890,"Payment nahi hua booking ke liye, account details check karo. Bahut samasya ho rahi hai.",payment nahi booking account details check bahut samasya,1
MORLY/E/2023/5678901,"Staff rude hai, koi help nahi karta. Aisi baat nahi honi chahiye. Please dekh lo.",staff rude nahi karta aisi baat nahi honi chahiye dekh,0
MORLY/E/2023/6789012,"Train ka schedule bar-bar change ho raha hai. Mujhe waqt par jaana hai, aap kya kar sakte ho?",train schedule barbar change waqt jaana sakte,0
MORLY/E/2023/7890123,"Railway station pe paani ki samasya hai. Bahut din ho gaye, koi action nahi hua.",railway station paani samasya bahut din action nahi,0
MORLY/E/2023/8901234,"Meri refund request ab tak nahi hui hai, please check karein. Account number hai XXXXXX1234.",refund request nahi check account number xxxxxx,1
MORLY/E/2023/9012345,"Staff ne meri baat nahi suni, mujhe bahut samasya hui. Isko dekhein please.",staff baat nahi suni bahut samasya isko dekhein,0
MORLY/E/2023/0123456,Train ka timing baar baar badal raha hai. Yeh bahut pareshan kar raha hai.,train timing baar baar badal bahut pareshan,0
MORLY/E/2023/1234567,"Station pe lift band hai, chadhne mein bahut dikkat hoti hai. Jaldi theek karein.",station lift band chadhne bahut dikkat jaldi theek,0
MORLY/E/2023/2345678,"Mujhe booking ka paisa nahi mila, bank se bhi kuch nahi aaya. Account ka number hai XXXXXX5678.",booking paisa nahi mila bank nahi account number xxxxxx,1
MORLY/E/2023/3456789,Naukri ke liye interview ke liye koi samay nahi diya gaya. Mujhe samasya ho rahi hai.,naukri interview samay nahi samasya,0
MORLY/E/2023/4567890,"Train ki service kharab hai, baar-baar cancel ho rahi hai. Kya aap kuch kar sakte ho?",train service kharab baarbaar cancel sakte,0
MORLY/E/2023/5678901,"Station pe bathroom bahut ganda hai, safai nahi hoti. Kripya dekhiye.",station bathroom bahut ganda safai nahi kripya dekhiye,0
MORLY/E/2023/6789012,"Mujhe koi confirmation nahi mila, refund ka. Account number hai XXXXXX8901.",confirmation nahi mila refund account number xxxxxx,1
MORLY/E/2023/7890123,"Staff ki training nahi hai, responsible nahi hain. Koi help nahi mil rahi.",staff training nahi responsible nahi nahi mil,0
MORLY/E/2023/8901234,Train ki timing baar baar change ho rahi hai. Isse koi samasya nahi ho to please dekhein.,train timing baar baar change isse samasya nahi dekhein,0
MORLY/E/2023/0123456,"Platform ka condition bohot badhiy hai, bahut mushkil ho raha hai chalna.",platform condition bohot badhiy bahut mushkil chalna,0
MORLY/E/2023/1234567,"Train ka schedule bahut disturb ho raha hai. Sirf 5 minute ki delay hoti hai, par passengers ko dikkat hoti hai.",train schedule bahut disturb sirf minute delay passengers dikkat,0
MORLY/E/2023/2345678,Mujhe refund nahi mila after cancelling my train ticket. Account number XXXXXX1234 hai.,refund nahi mila cancelling train ticket account number xxxxxx,1
MORLY/E/2023/3456789,Railway staff ka behaviour bahut ganda tha. Unhe thoda training dena chahiye.,railway staff behaviour bahut ganda thoda training dena chahiye,0
MORLY/E/2023/4567890,Platform par safety measures nahi hain. Bohot khatarnak hai yeh.,platform safety measures nahi bohot khatarnak,0
MORLY/E/2023/5678901,Train ka waqt pe nahi aana bohot pareshan kar raha hai. Kabhi kabhi toh 2 ghante late hota hai.,train waqt nahi aana bohot pareshan ghante late,0
MORLY/E/2023/6789012,Mujhe ticket cancel karne ke baad paise nahi mile. Kahan jaana hai mujhe?,ticket cancel baad paise nahi mile jaana,1
MORLY/E/2023/7890123,Staff ki training kaafi bekar hai. Sab ko sharam aani chahiye.,staff training bekar sharam aani chahiye,0
MORLY/E/2023/8901234,Station ke washroom safai nahi hai. Bahut dikkat hoti hai yahaan.,station washroom safai nahi bahut dikkat yahaan,0
MORLY/E/2023/9012345,Train ka waqt par nahi aana har baar hota hai. Ye bahut dikkat hai.,train waqt nahi aana har baar bahut dikkat,0
MORLY/E/2023/0123456,Mujhe refund nahi mil raha hai XXXXXX5678 se. Kaam karo bhai.,refund nahi mil xxxxxx kaam bhai,1
MORLY/E/2023/1234568,Railway staff ke behavior me sudhar ki zaroorat hai. Unse baat karne me dikkat hoti hai.,railway staff behavior sudhar zaroorat unse baat dikkat,0
MORLY/E/2023/2345679,Platform bahut kharab hai aur khudai chal rahi hai. Ye kaise chalega?,platform bahut kharab khudai chal chalega,0
MORLY/E/2023/3456780,Train ke timings baar baar badalte hain. Yeh kaise sahi hai?,train timings baar baar badalte sahi,0
MORLY/E/2023/4567891,Mujhe ticket cancel karne par paise nahi mile. Yeh bahut galat hai!,ticket cancel paise nahi mile bahut galat,1
MORLY/E/2023/5678902,Railway staff se baat karne par unka attitude achha nahi tha. Sudhar ki zarurat hai.,railway staff baat attitude achha nahi sudhar zarurat,0
MORLY/E/2023/6789013,Station ki safai bilkul nahi hai. Ye kaise chalega?,station safai nahi chalega,0
MORLY/E/2023/7890124,Train ka samay baar baar badalte hain. Bahut pareshani hoti hai.,train samay baar baar badalte bahut pareshani,0
MORLY/E/2023/8901235,Mujhe refund nahi mil raha. Account XXXXXX4321 ka hai.,refund nahi mil account xxxxxx,1
MORLY/E/2023/9012346,Staff ka behaviour sahi nahi hai. Unhe achhe se train karna chahiye.,staff behaviour sahi nahi achhe train chahiye,0
MORLY/E/2023/0123457,Station ki safai nahi hoti. Bahut bura lagta hai.,station safai nahi bahut bura lagta,0
MORLY/E/2023/1234569,Train ka samay baar baar badal raha hai. Yeh sahi nahi hai.,train samay baar baar badal sahi nahi,0
MORLY/E/2023/2345670,Mujhe refund nahi mila after ticket cancellation. Account no XXXXXX7890 hai.,refund nahi mila ticket cancellation account xxxxxx,1
MORLY/E/2023/1234567,"Train ka time change ho gaya hai, mujhe pata nahi tha. Aap log thoda pehle inform karte!",train time change pata nahi log thoda pehle inform karte,0
MORLY/E/2023/2345678,"Mujhe refund nahi mila ab tak, payment ka issue hai. Help karein!",refund nahi mila payment issue,1
MORLY/E/2023/3456789,"Train staff ka behavior bahut kharab tha, unko training ki zarurat hai.",train staff behavior bahut kharab unko training zarurat,0
MORLY/E/2023/4567890,"Platform par safai nahi hoti, bahut bura lagta hai. Infrastructure pe dhyan dena chahiye.",platform safai nahi bahut bura lagta infrastructure dhyan dena chahiye,0
MORLY/E/2023/5678901,Train delay ho rahi hai aur koi information nahi aa rahi. Aap log kya kar rahe hain?,train delay information nahi log,0
MORLY/E/2023/6789012,Mujhe payment ka status nahi mil raha. Kab milega refund?,payment status nahi mil milega refund,1
MORLY/E/2023/7890123,Train ke staff ne bahut rude behavior kiya. Ye unacceptable hai.,train staff bahut rude behavior unacceptable,0
MORLY/E/2023/8901234,"Platform ka haal bahut kharab hai, koi safai nahi hoti. Immediate action chahiye.",platform haal bahut kharab safai nahi immediate action chahiye,0
MORLY/E/2023/9012345,Train ki cleanliness bahut behtar honi chahiye. Aap log kya kar rahe hain?,train cleanliness bahut behtar honi chahiye log,0
MORLY/E/2023/0123456,Mujhe transaction ka confirmation nahi mila hai. Please help!,transaction confirmation nahi mila,1
MORLY/E/2023/1234568,Staff ka behavior bilkul theek nahi tha. Aapko is par action lena chahiye.,staff behavior theek nahi aapko action lena chahiye,0
MORLY/E/2023/2345679,"Station ka infrastructure bahut kharab hai, koi improvement nahi ho raha.",station infrastructure bahut kharab improvement nahi,0
MORLY/E/2023/3456780,Mujhe train ki timing ke bare mein query hai. Kahan dekh sakta hoon?,train timing bare query dekh sakta,0
MORLY/E/2023/4567891,"Mujhe refund nahi mil raha hai, transaction pending hai.",refund nahi mil transaction pending,1
MORLY/E/2023/5678902,Train staff ka attitude achha nahi tha. Aapko improve karna hoga.,train staff attitude achha nahi aapko improve hoga,0
MORLY/E/2023/6789013,Station par safai aur maintenance ki zarurat hai. Bahut bura lag raha hai.,station safai maintenance zarurat bahut bura lag,0
MORLY/E/2023/7890124,Train ki punctuality ki taraf dhyan dena chahiye. Bahut der ho rahi hai.,train punctuality taraf dhyan dena chahiye bahut der,0
MORLY/E/2023/8901235,Refund ka kya status hai? Bahut samay ho gaya hai.,refund status bahut samay,0
MORLY/E/2023/9012346,Train staff ka behavior bilkul unacceptable hai. Aapko is par action lena chahiye.,train staff behavior unacceptable aapko action lena chahiye,0
MORLY/E/2023/4567890,Mujhe train ka schedule samajh nahi aa raha hai. Kya aap mujhe bata sakte hain ki meri train kitne baje hai?,train schedule samajh nahi bata sakte train baje,0
MORLY/E/2023/9876543,Maine train ticket kharida tha par mujhe payment ka confirmation nahi mila hai. Kya aap dekh sakte hain?,train ticket kharida payment confirmation nahi mila dekh sakte,1
MORLY/E/2023/6543210,Train mein staff rude the. Unse baat karna mushkil ho gaya. Kya aap unhe training de sakte hain?,train staff rude unse baat mushkil training sakte,0
MORLY/E/2023/1234567,"Platform pe safety measures nahi hain, bahut khatarnaak hai. Aap kuch kar sakte hain?",platform safety measures nahi bahut khatarnaak sakte,0
MORLY/E/2023/2345678,"Train time pe nahi aayi, kaafi der ho gayi. Mujhe kaafi dikkat hui, please dekhein.",train time nahi der dikkat dekhein,0
MORLY/E/2023/3456789,"Mera ticket cancel ho gaya tha, par refund nahi mila abhi tak. Kya karna hoga?",ticket cancel refund nahi mila abhi hoga,1
MORLY/E/2023/4567890,Train staff ka behavior bilkul theek nahi tha. Unse baat karne mein bahut dikkat hui.,train staff behavior theek nahi unse baat bahut dikkat,0
MORLY/E/2023/5678901,Station par safai nahi hai. Bahut ganda hai. Kya aap kuch kar sakte hain?,station safai nahi bahut ganda sakte,0
MORLY/E/2023/6789012,Mujhe train mein baithe baithe do ghante ho gaye. Har bar der ho jaati hai. Kya kuch nahi kar sakte?,train baithe baithe ghante har bar der jaati nahi sakte,0
MORLY/E/2023/7890123,Mujhe payment nahi mili hai ticket ke liye. Kya aap dekh sakte hain?,payment nahi mili ticket dekh sakte,1
MORLY/E/2023/2345679,Train staff ko customer service ka training nahi hai. Please kuch karein.,train staff customer service training nahi,0
MORLY/E/2023/3456788,"Station ki building kaafi purani ho gayi hai, repair ki zarurat hai. Kya aap kuch kar sakte hain?",station building purani repair zarurat sakte,0
MORLY/E/2023/4567891,Train ka schedule bar bar badal raha hai. Main confuse ho raha hoon. Kya aap kuch kar sakte hain?,train schedule bar bar badal main confuse sakte,0
MORLY/E/2023/5678902,Mera ticket ka paisa ab tak nahi aaya hai. Kya mujhe kuch aur karna padega?,ticket paisa nahi padega,1
MORLY/E/2023/6789013,Railway staff ka behavior bahut kharab hai. Kya aap kuch iss par action le sakte hain?,railway staff behavior bahut kharab iss action sakte,0
MORLY/E/2023/7890124,"Railway station par parking ki jagah nahi hai, bahut dikkat hoti hai. Kya kuch kiya ja sakta hai?",railway station parking jagah nahi bahut dikkat sakta,0
MORLY/E/2023/8901235,Train ke seats reserved nahi ho rahe hain. Main baar baar koshish kar raha hoon. Kya kuch kiya ja sakta hai?,train seats reserved nahi main baar baar koshish sakta,0
MORLY/E/2023/9012346,"Mujhe ticket ki payment nahi mili, kya aap ise theek kar sakte hain?",ticket payment nahi mili ise theek sakte,1
MORLY/E/2023/2345678,Mujhe train ki timing ke baare mein bahut samasya ho rahi hai. Kahi baar late hoti hai.,train timing baare bahut samasya kahi baar late,0
MORLY/E/2023/3456789,"Mujhe ticket ka payment nahi ho raha hai, baar baar error aa raha hai.",ticket payment nahi baar baar error,1
MORLY/E/2023/4567890,"Railway station par facilities bahut kharab hain, restrooms saaf nahi hain.",railway station facilities bahut kharab restrooms saaf nahi,0
MORLY/E/2023/5678901,"Railway staff ka behavior theek nahi hai, unhone mujhe ignore kiya.",railway staff behavior theek nahi unhone ignore,0
MORLY/E/2023/6789012,"Mujhe train ka schedule pata nahi chal raha hai, website pe issue aa raha hai.",train schedule pata nahi chal website issue,0
MORLY/E/2023/7890123,"Mujhe refund nahi mila, maine ticket cancel ki thi.",refund nahi mila ticket cancel,1
MORLY/E/2023/8901234,"Kolkata station par bahut gande hain, cleanliness bahut kharab hai.",kolkata station bahut gande cleanliness bahut kharab,0
MORLY/E/2023/9012345,"Mere saath railway staff ne achi tarah se nahi baat ki, mujhe bura laga.",saath railway staff achi tarah nahi baat bura laga,0
MORLY/E/2023/0123456,"Train punctuality bahut badi samasya hai, baar baar late hoti hai.",train punctuality bahut badi samasya baar baar late,0
MORLY/E/2023/1234567,Payment gateway ka error aata hai jab main ticket kharidti hoon.,payment gateway error aata jab main ticket kharidti,1
MORLY/E/2023/2345679,"Station par safety measures nahi hain, bahut dar lagta hai.",station safety measures nahi bahut dar lagta,0
MORLY/E/2023/3456780,"Staff ki training nahi hai, customers ko sahi se handle nahi karte.",staff training nahi customers sahi handle nahi karte,0
MORLY/E/2023/4567891,"Train timing ke liye confusion hai, kabhi bhi aa rahi hai.",train timing confusion,0
MORLY/E/2023/5678902,"Payment confirm nahi ho raha hai, baar baar process fail ho raha hai.",payment confirm nahi baar baar process fail,0
MORLY/E/2023/6789013,"Platform par safety ki kami hai, koi security nahi hai.",platform safety kami security nahi,0
MORLY/E/2023/7890124,"Staff ne mujhe achhe se assist nahi kiya, mujhe bahut dikkat hui.",staff achhe assist nahi bahut dikkat,0
MORLY/E/2023/8901235,"Train ki cancellation se mujhe bahut dikkat hui, please sudharo.",train cancellation bahut dikkat sudharo,0
MORLY/E/2023/2345678,Train time se nahi aayi. Bahut samasya ho gayi. Bahut der ho gaya.,train time nahi bahut samasya bahut der,0
MORLY/E/2023/3456789,Mujhe refund nahi mila hai. Kya karna padega?,refund nahi mila padega,1
MORLY/E/2023/4567890,Staff rude hai train mein. Unko samjhana chahiye.,staff rude train unko samjhana chahiye,0
MORLY/E/2023/5678901,Station ki safai bahut kharab hai. Kya kiya ja raha hai?,station safai bahut kharab,0
MORLY/E/2023/6789012,Train baar baar late ho rahi hai. Bahut pareshani ho rahi hai.,train baar baar late bahut pareshani,0
MORLY/E/2023/7890123,Mujhe extra charge lag gaya hai jo nahi hona chahiye tha.,extra charge lag nahi chahiye,0
MORLY/E/2023/8901234,Ticket checker ne mujhe samjhne nahi diya. Bahut bura experience tha.,ticket checker samjhne nahi bahut bura experience,0
MORLY/E/2023/9012345,Platform par bahut ganda hai aur safai nahi hoti.,platform bahut ganda safai nahi,0
MORLY/E/2023/0123456,Train ki seat allocate nahi hui. Kya karun?,train seat allocate nahi karun,0
MORLY/E/2023/1234567,"Payment nahi hui hai, mujhe bahut pareshani ho rahi hai.",payment nahi bahut pareshani,1
MORLY/E/2023/2345678,"Train mein staff ko nahi samajh aata, bahut dikkat hoti hai.",train staff nahi samajh aata bahut dikkat,0
MORLY/E/2023/3456789,Railway station ka infrastructure theek nahi hai. Bahut dikkat hoti hai.,railway station infrastructure theek nahi bahut dikkat,0
MORLY/E/2023/4567890,Train bahut der se aati hai. Kya kuch kiya ja raha hai?,train bahut der aati,0
MORLY/E/2023/5678901,Payment ka status nahi mil raha. Bahut samasya ho rahi hai.,payment status nahi mil bahut samasya,0
MORLY/E/2023/6789012,Staff ki training ki zarurat hai. Bahut dikkat hoti hai.,staff training zarurat bahut dikkat,0
MORLY/E/2023/7890123,"Station par cleaning nahi ho rahi hai, bahut ganda hai.",station cleaning nahi bahut ganda,0
MORLY/E/2023/8901234,"Train ka schedule kamjor hai, kya aap kuch kar sakte hain?",train schedule kamjor sakte,0
MORLY/E/2023/9012345,"Payment nahi ho rahi hai, bahut samasya ho rahi hai.",payment nahi bahut samasya,1
MORLY/E/2023/1234567,Mujhe train ki timing ke baare mein problem hai. Woh baar baar delay hoti hai.,train timing baare problem baar baar delay,0
MORLY/E/2023/2345678,Maine online ticket book ki thi par payment nahi hui. Account details check kar lo.,online ticket book payment nahi account details check,1
MORLY/E/2023/3456789,"Station par staff ki kami hai, kisi ne madad nahi ki jab mujhe ticket chahiye tha.",station staff kami kisi nahi jab ticket chahiye,0
MORLY/E/2023/4567890,"Platform par safai nahi hai, bahut gandh hai aur yeh bahut annoying hai.",platform safai nahi bahut gandh bahut annoying,0
MORLY/E/2023/5678901,"Train ke seats booked hone ke baad bhi logon ko bulaya ja raha tha, kya yeh sahi hai?",train seats booked hone baad logon bulaya sahi,0
MORLY/E/2023/6789012,"Mujhe refund nahi mila jab maine ticket cancel ki thi, bahut pareshani ho rahi hai.",refund nahi mila jab ticket cancel bahut pareshani,1
MORLY/E/2023/7890123,Station par koi bhi madad nahi kar raha tha jab mujhe luggage uthana tha. Bahut kharab anubhav.,station nahi jab luggage uthana bahut kharab anubhav,0
MORLY/E/2023/8901234,"Railway station ki building bahut purani ho gayi hai, bahut bad condition hai.",railway station building bahut purani bahut bad condition,0
MORLY/E/2023/9012345,"Mere train ke route mein changes hain, mujhe notification nahi mila. Yeh bahut inconvenience hai.",train route changes notification nahi mila bahut inconvenience,0
MORLY/E/2023/0123456,Main baar baar payment karne ki koshish kar rahi hoon par kuch nahi ho raha hai.,main baar baar payment koshish nahi,0
MORLY/E/2023/1234568,Kuch staff log rude the jab maine help maangi. Yeh bilkul theek nahi hai.,staff log rude jab maangi theek nahi,0
MORLY/E/2023/2345679,"Station par koi proper waiting area nahi hai, bahut dikkat hoti hai.",station proper waiting area nahi bahut dikkat,0
MORLY/E/2023/3456780,"Train ka schedule samajhne mein bahut mushkil hoti hai, kyunki koi clear information nahi hai.",train schedule samajhne bahut mushkil kyunki clear information nahi,0
MORLY/E/2023/4567891,"Mujhe double charge hua hai jab maine ticket book ki thi, please madad karo.",double charge jab ticket book,1
MORLY/E/2023/5678902,Mujhe koi staff nahi mila jab mujhe information chahiye thi. Bahut demotivating.,staff nahi mila jab information chahiye bahut demotivating,0
MORLY/E/2023/6789013,"Restroom facilities bahut kharab hai, bahut hi dirty lag rahe hain.",restroom facilities bahut kharab bahut dirty lag,0
MORLY/E/2023/7890124,"Train ki timing ke bare mein information nahi mil rahi hai, website par check kiya tha par kuch nahi aaya.",train timing bare information nahi mil website check nahi,0
MORLY/E/2023/8901235,"Maine ticket book kiya tha, par abhi tak confirmation nahi aaya. Bahut dikkat hai.",ticket book abhi confirmation nahi bahut dikkat,1
MORLY/E/2023/9012346,"Station ke staff ke saath interaction theek nahi tha, unki training ki zaroorat hai.",station staff saath interaction theek nahi unki training zaroorat,0
MORLY/E/2023/1234567,"Train ka time bilkul galat dikh raha hai, aur waise bhi itna delay ho raha hai ki log pareshan hain.",train time galat dikh waise delay log pareshan,0
MORLY/E/2023/2345678,"Maine online ticket book kiya tha par payment nahi hua, paisa bhi deduct ho gaya hai!",online ticket book payment nahi paisa deduct,1
MORLY/E/2023/3456789,"Train mein staff ki kami thi, passengers ko samasya hui, jaise khana nahi mila.",train staff kami passengers samasya jaise khana nahi mila,0
MORLY/E/2023/4567890,"Platforms ki safai nahi ho rahi hai, bahut gandh hai aur yahan khade rehna mushkil hai.",platforms safai nahi bahut gandh yahan khade rehna mushkil,0
MORLY/E/2023/5678901,"Train ka schedule bahut frequently change ho raha hai, logon ko problem ho rahi hai.",train schedule bahut frequently change logon problem,0
MORLY/E/2023/6789012,"Mainne ticket cancel kiya tha, par refund nahi aaya hai, ye kaisa process hai?",mainne ticket cancel refund nahi kaisa process,1
MORLY/E/2023/7890123,"Conductor ne mere ticket check karne ke baad rude behavior kiya, bahut bura laga.",conductor ticket check baad rude behavior bahut bura laga,0
MORLY/E/2023/8901234,"Railway stations par basic facilities nahi hain, jaise drinking water aur washrooms kaafi dirty hain.",railway stations basic facilities nahi jaise drinking water washrooms dirty,0
MORLY/E/2023/9012345,"Train ko ek dum beech mein rok diya gaya, kisi ko pata nahi chala kyun, bahut samasya hui.",train dum beech rok kisi pata nahi chala bahut samasya,0
MORLY/E/2023/0123456,"Ticket ke liye payment kiya but confirmation mail nahi aaya, kya problem hai?",ticket payment confirmation mail nahi problem,1
MORLY/E/2023/1234568,"Ticket booking ke waqt staff ne help nahi ki, pareshani hui.",ticket booking waqt staff nahi pareshani,0
MORLY/E/2023/2345679,"Railway station ki building purani ho gayi hai, renovation ki zarurat hai.",railway station building purani renovation zarurat,0
