registration_no,subject_content_text,cleaned_text,agg_cluster
MORLY/E/2023/3456782,"Station par bahut gande paani ki samasya hai, is par action lena chahiye.",station bahut gande paani samasya action lena chahiye,0
MORLY/E/2023/4567891,"Train ki aawagaman me bahut samasya aa rahi hai, kya aap kuch kar sakte hain?",train aawagaman bahut samasya sakte,0
MORLY/E/2023/5678903,"Mainne ticket ka payment kiya tha aur ab tak nahi mila, bahut pareshaan hoon.",mainne ticket payment nahi mila bahut pareshaan,0
MORLY/E/2023/6789014,Station staff ka vyavhar theek nahi hai. Is par action lena chahiye.,station staff vyavhar theek nahi action lena chahiye,0
MORLY/E/2023/7890126,"Station par saaf safai ki kami hai, ise turant sudharna chahiye.",station saaf safai kami ise turant sudharna chahiye,0
MORLY/E/2023/8901238,"Mere train ke aane ka samay baar baar badal raha hai, is par dhyaan dein.",train aane samay baar baar badal dhyaan dein,0
MORLY/E/2023/9012340,"Maine ticket book kiya tha par payment nahi hua, bahut samasya ho rahi hai.",ticket book payment nahi bahut samasya,0
MORLY/E/2023/4567891,"Train ka schedule bahut late ho gaya hai, kuch nahi ho raha hai.",train schedule bahut late nahi,0
MORLY/E/2023/3456782,"Mere payment ka confirmation nahi aaya hai, samasya hai.",payment confirmation nahi samasya,0
MORLY/E/2023/2345673,"Staff ka behaviour bahut kharab hai, koi help nahi kar raha hai.",staff behaviour bahut kharab nahi,0
MORLY/E/2023/5678904,"Railway station ka clean nahi hai, bahut ganda hai.",railway station clean nahi bahut ganda,0
MORLY/E/2023/6789015,"Train ka service bahut slow hai, koi improvement nahi dikh raha hai.",train service bahut slow improvement nahi dikh,0
MORLY/E/2023/7890126,"Online booking ke liye payment nahi ho raha hai, kuch samasya hai.",online booking payment nahi samasya,0
MORLY/E/2023/8901237,"Staff ki training nahi hui hai, unhe kaam sahi se nahi karna aata hai.",staff training nahi kaam sahi nahi aata,0
MORLY/E/2023/9012348,"Platform pe safai nahi hai aur light bhi nahi hai, bahut dikkat ho rahi hai.",platform safai nahi light nahi bahut dikkat,0
MORLY/E/2023/0123459,"Train ke timings barabar nahi hain, baar baar delay ho raha hai.",train timings barabar nahi baar baar delay,0
MORLY/E/2023/1234560,"Payment nahi ho raha hai, account ka detail bhi sahi nahi dikh raha hai.",payment nahi account detail sahi nahi dikh,0
MORLY/E/2023/2345678,"Koi bhi staff madad nahi kar raha hai, bahut samasya ho rahi hai.",staff nahi bahut samasya,0
MORLY/E/2023/3456789,"Railway station ka infrastructure bahut kharab hai, bahut dikkat ho rahi hai.",railway station infrastructure bahut kharab bahut dikkat,0
MORLY/E/2023/4567890,"Train ki services mein bahut samasya hai, baar baar seat nahi mil rahi hai.",train services bahut samasya baar baar seat nahi mil,0
MORLY/E/2023/5678901,"Mera ticket ka payment pending hai, please jaldi dekhen.",ticket payment pending jaldi dekhen,0
MORLY/E/2023/6789012,"Kuch staff rude hain, unki training karni chahiye.",staff rude unki training karni chahiye,0
MORLY/E/2023/7890123,"Station par facilities kharab hain, please dekhen.",station facilities kharab dekhen,0
MORLY/E/2023/8901234,"Mujhe train ka seat nahi mila, baar baar delay ho raha hai.",train seat nahi mila baar baar delay,0
MORLY/E/2023/9012345,"Payment nahi mil raha hai, account ki details galat lag rahi hain.",payment nahi mil account details galat lag,0
MORLY/E/2023/0123456,"Staff ko training ki zaroorat hai, unka behaviour sahi nahi hai.",staff training zaroorat behaviour sahi nahi,0
MORLY/E/2023/1234567,"Station ki facilities bilkul kharab hain, jaise toilets gande hain.",station facilities kharab jaise toilets gande,0
MORLY/E/2023/2345678,"Train time pe nahi aayi, mujhe kaafi der tak wait karna pada. Kya yeh koi normal baat hai?",train time nahi der wait pada normal baat,0
MORLY/E/2023/3456789,"Mujhe ticket ke liye payment nahi hua, par paisa card se cut gaya hai. Kya karun?",ticket payment nahi paisa card cut karun,0
MORLY/E/2023/4567890,"Train ke staff ne mujhe achha samjha nahi, baar baar kehne par bhi. Yeh to sahi nahi hai!",train staff achha samjha nahi baar baar kehne sahi nahi,0
MORLY/E/2023/5678901,"Station kaafi ganda hai, safai ka koi khayal nahi rakha ja raha. Yeh bilkul unacceptable hai!",station ganda safai khayal nahi rakha unacceptable,0
MORLY/E/2023/6789013,Mera train cancel ho gaya bina kisi notice ke. Yeh kaise chalta hai?,train cancel bina kisi notice chalta,0
MORLY/E/2023/7890125,"Mujhe refund nahi mila, jabki maine cancel kiya tha. Kya aap log is par kuch kar sakte hain?",refund nahi mila jabki cancel log sakte,0
MORLY/E/2023/8901235,"Staff ki behaviour bahut bura tha, unhe train ki zarurat hai service mein。",staff behaviour bahut bura train zarurat service,0
MORLY/E/2023/1234569,"Railway tracks kaafi kharab hai, kuch accident ho sakta hai. Is par kuch karna zaruri hai.",railway tracks kharab accident sakta zaruri,0
MORLY/E/2023/2345670,Mujhe pata chala hai ki meri train ka schedule change ho gaya hai bina kisi notice ke. Yeh galat hai.,pata chala train schedule change bina kisi notice galat,0
MORLY/E/2023/3456781,Maine ticket book kiya lekin payment abhi tak nahi hui. Kya aap is par kuch kar sakte hain?,ticket book payment abhi nahi sakte,0
MORLY/E/2023/6789014,"Station ki facilities bohot kharab hain, toilets bhi saaf nahi hain.",station facilities bohot kharab toilets saaf nahi,0
MORLY/E/2023/8901236,"Meri train baar baar der ho rahi hai, ab to ye ek problem ban gayi hai.",train baar baar der problem ban,0
MORLY/E/2023/1234560,"Refund ke liye maine request ki thi, ab tak mujhe koi jankari nahi mili. Kya kar sakte hain?",refund request jankari nahi mili sakte,0
MORLY/E/2023/2345672,"Mera experience staff ke saath theek nahi tha, unhe sambhalna padega.",experience staff saath theek nahi sambhalna padega,0
MORLY/E/2023/6789012,"Station ki building ki condition achchi nahi hai, kuch action lena padega.",station building condition achchi nahi action lena padega,0
MORLY/E/2023/1234568,"Aaj meri train bilkul time pe nahi aayi, kya yeh koi naya trend hai?",aaj train time nahi naya trend,0
MORLY/E/2023/3456782,"Payment ke liye problem aa rahi hai, mujhe koi solution nahi mila.",payment problem solution nahi mila,0
MORLY/E/2023/7890123,"Staff ka behaviour theek nahi hai, unhe sambhalna padega.",staff behaviour theek nahi sambhalna padega,0
MORLY/E/2023/8901239,"Kuch infrastructure problems hain, station par kaam karne ki zarurat hai.",infrastructure problems station kaam zarurat,0
MORLY/E/2023/1234567,"Pehle se booked train ka time change ho gaya hai, iska kuch nahi hota kya? Bahut pareshani hoti hai!",pehle booked train time change nahi bahut pareshani,0
MORLY/E/2023/2345678,"Maine ticket book kiya tha lekin payment nahi hui. Bahut baar try kiya, kya karun?",ticket book payment nahi bahut baar try karun,0
MORLY/E/2023/3456789,Train staff ka behaviour bahut kharab tha. Unhe training ki zaroorat hai. Kya aap kuch kar sakte hain?,train staff behaviour bahut kharab training zaroorat sakte,0
MORLY/E/2023/4567890,"Station par paani ki samasya hai, washroom bhi bahut gandha hai. Kya aap iski sudhar kar sakte hain?",station paani samasya washroom bahut gandha iski sudhar sakte,0
MORLY/E/2023/5678901,"Train khud kisi aur station par ruk gayi. Jis station par mujhe utarna tha, wahan nahi ruk gayi. Yeh kyun hua?",train khud kisi station ruk jis station utarna wahan nahi ruk,0
MORLY/E/2023/6789012,"Maine cash payment kiya, lekin ticket nahi mila. Kya mujhe refund milega?",cash payment ticket nahi mila refund milega,0
MORLY/E/2023/7890123,Train ke conductor ne mujhe ghalat information di. Yeh kya hai? Koi accountability nahi hai kya?,train conductor ghalat information accountability nahi,0
MORLY/E/2023/8901234,"Station par platform kharab hai, girne ka khatara hai. Jaldi kijiye!",station platform kharab girne khatara jaldi kijiye,0
MORLY/E/2023/9012345,"Train time se nahi aayi, mujhe meeting miss karni padi. Kya yeh thik hai?",train time nahi meeting miss karni padi thik,0
MORLY/E/2023/0123456,"Ticket refund nahi mila, jabki cancellation kiya tha. Kya yeh sahi hai?",ticket refund nahi mila jabki cancellation sahi,0
MORLY/E/2023/1234568,Train mein koi staff nahi tha madad ke liye. Nahi kisi ne kuch kiya. Yeh kya service hai?,train staff nahi nahi kisi service,0
MORLY/E/2023/2345679,Railway station par parking ki samasya hai. Koi jagah nahi milta. Aap log kya kar rahe hain?,railway station parking samasya jagah nahi milta log,0
MORLY/E/2023/3456780,Train ka schedule bahut confuse hai. Iski clarity nahi hai. Kya aap is par kuch kar sakte hain?,train schedule bahut confuse iski clarity nahi sakte,0
MORLY/E/2023/4567891,"Mujhe PNR ka refund nahi mila, jab ki maine cancellation kiya tha. Kya yeh sahi hai?",pnr refund nahi mila jab cancellation sahi,0
MORLY/E/2023/5678902,"Train staff ki training bahut zaroori hai, kyunki woh passengers se achha behave nahi karte.",train staff training bahut zaroori kyunki passengers achha behave nahi karte,0
MORLY/E/2023/6789013,"Railway station par lift kharab hai, budhe logon ko mushkil hoti hai. Ispar kuch kiya jaye?",railway station lift kharab budhe logon mushkil ispar jaye,0
MORLY/E/2023/7890124,Train ka schedule bahut confuse hai. Iski clarity nahi hai. Kya aap is par kuch kar sakte hain?,train schedule bahut confuse iski clarity nahi sakte,0
MORLY/E/2023/8901235,"Mujhe ticket ka refund nahi mila, jab ki maine cancellation kiya tha. Kya yeh sahi hai?",ticket refund nahi mila jab cancellation sahi,0
MORLY/E/2023/9012346,"Train staff ka behavior bahut kharab hai. Unhe training ki zaroorat hai, yeh kya hai?",train staff behavior bahut kharab training zaroorat,0
MORLY/E/2023/1234567,Mujhe apne ticket ka refund nahi mila. Maine payment kiya tha lekin ab tak kuch nahi aaya.,apne ticket refund nahi mila payment nahi,0
MORLY/E/2023/2345678,"Train aaj bahut late aayi, is wajah se mujhe kaafi dikkat hui. Kya aap kuch kar sakte hain?",train aaj bahut late wajah dikkat sakte,0
MORLY/E/2023/3456789,Station ki cleanliness bahut kharab hai. Kya aap kuch kar sakte hain?,station cleanliness bahut kharab sakte,0
MORLY/E/2023/4567890,Railway staff ne mujhe achhe se assist nahi kiya. Bahut bekar service mili.,railway staff achhe assist nahi bahut bekar service mili,0
MORLY/E/2023/5678901,Mujhe apne ticket ka payment confirm nahi mila. Bahut pareshani ho rahi hai.,apne ticket payment confirm nahi mila bahut pareshani,0
MORLY/E/2023/6789012,"Train delay ho gaya hai, kya koi solution hai iske liye?",train delay solution iske,0
MORLY/E/2023/7890123,"Platform bahut kharab hai, badalna padega, samasya hai.",platform bahut kharab badalna padega samasya,0
MORLY/E/2023/8901234,"Staff ki behavior acchi nahi hai, training ki zarurat hai.",staff behavior acchi nahi training zarurat,0
MORLY/E/2023/9012345,"Mujhe payment ka confirmation nahi mila, help karein.",payment confirmation nahi mila,0
MORLY/E/2023/0123456,"Train ki timing bahut ajeeb hai, please check karein.",train timing bahut ajeeb check,0
MORLY/E/2023/1234568,"Platform par safai nahi hoti, badalna hoga.",platform safai nahi badalna hoga,0
MORLY/E/2023/2345679,"Staff ki training mein kami hai, please dekhein.",staff training kami dekhein,0
MORLY/E/2023/3456780,"Mujhe apne ticket ka paisa wapas nahi mila hai, please help.",apne ticket paisa wapas nahi mila,0
MORLY/E/2023/4567891,"Train ek ghanta late hai, kuch action lo please.",train ghanta late action,0
MORLY/E/2023/5678902,"Station par bahut pareshani ho rahi hai, infrastructure kharab hai.",station bahut pareshani infrastructure kharab,0
MORLY/E/2023/6789013,"Kuch staff ne rude behavior kiya, shikayat hai.",staff rude behavior shikayat,0
MORLY/E/2023/7890124,Mera ticket ka payment abhi tak nahi aaya. Bahut pareshaan hoon.,ticket payment abhi nahi bahut pareshaan,0
MORLY/E/2023/8901235,"Train ka schedule bilkul galat hai, please rectify karein.",train schedule galat rectify,0
MORLY/E/2023/9012346,"Railway station ki condition kharab hai, please dhyan de.",railway station condition kharab dhyan,0
MORLY/E/2023/1234567,"Mere train ka time bahut late ho raha hai, koi solution nahi hai kya?",train time bahut late solution nahi,0
MORLY/E/2023/2345678,"Mujhe payment karne me dikkat aa rahi hai, koi madad kare?",payment dikkat kare,0
MORLY/E/2023/3456789,"Railway staff rude hain, unse baat karne me dikkat hoti hai.",railway staff rude unse baat dikkat,0
MORLY/E/2023/4567890,"Station par cleanliness nahi hai, bahut ganda hai.",station cleanliness nahi bahut ganda,0
MORLY/E/2023/5678901,"Meri train ka schedule baar baar change hota hai, samasya kyu nahi suljha rahe?",train schedule baar baar change samasya kyu nahi suljha,0
MORLY/E/2023/6789012,"Payment refund nahi ho raha hai, bahut pareshaan hoon.",payment refund nahi bahut pareshaan,0
MORLY/E/2023/7890123,"Staff ki training achi nahi hai, unhe improve karna hoga.",staff training achi nahi improve hoga,0
MORLY/E/2023/8901234,"Platform bahut chhota hai, logon ko dikkat hoti hai.",platform bahut chhota logon dikkat,0
MORLY/E/2023/9012345,"Train ki timing hamesha late hoti hai, yeh unacceptable hai.",train timing hamesha late unacceptable,0
MORLY/E/2023/0123456,"Mujhe payment issue ka samadhan chahiye tha, koi update nahi hai?",payment issue samadhan chahiye update nahi,0
MORLY/E/2023/1234568,"Kuch staff ki training sahi nahi hai, unhe improve karna padega.",staff training sahi nahi improve padega,0
MORLY/E/2023/2345679,"Platform ki sthiti bahut kharab hai, yeh badalna chahiye.",platform sthiti bahut kharab badalna chahiye,0
MORLY/E/2023/3456780,"Train ka operation bahut bekaar hai, samasya jaldi suljhaayein.",train operation bahut bekaar samasya jaldi suljhaayein,0
MORLY/E/2023/4567891,"Mujhe refund nahi mila hai, bahut pareshaan ho raha hoon.",refund nahi mila bahut pareshaan,0
MORLY/E/2023/5678902,"Kuch staff ki training nahi hui hai, yeh unacceptable hai.",staff training nahi unacceptable,0
MORLY/E/2023/6789013,"Station ki facilities bahut kharab hain, behtar karna padega.",station facilities bahut kharab behtar padega,0
MORLY/E/2023/7890124,"Kuch trains ka operation accha nahi hai, please dekhiye.",trains operation accha nahi dekhiye,0
MORLY/E/2023/8901235,"Refund ka samadhan nahi hua hai, main pareshaan hoon.",refund samadhan nahi main pareshaan,0
MORLY/E/2023/9012346,"Staff ka behavior achha nahi hai, unhe sudhaarna hoga.",staff behavior achha nahi sudhaarna hoga,0
MORLY/E/2023/0123457,"Washroom ki cleanliness bahut kharab hai, please dekhiye.",washroom cleanliness bahut kharab dekhiye,0
MORLY/E/2023/1234569,"Train ka operational timing bahut galat hai, please ise sudharein.",train operational timing bahut galat ise sudharein,0
MORLY/E/2023/1234567,Train ka schedule bahut gadbad hai. Kahi baar yatra ke waqt train late hoti hai. Please kuch karein.,train schedule bahut gadbad kahi baar yatra waqt train late,0
MORLY/E/2023/2345678,Mujhe ticket ke liye payment karne mein problem ho rahi hai. Account se paise nahi kat rahe hain.,ticket payment problem account paise nahi kat,0
MORLY/E/2023/3456789,Railway station ke washroom bahut gande hain. Kya inhe theek kiya ja sakta hai?,railway station washroom bahut gande inhe theek sakta,0
MORLY/E/2023/4567890,Train ke seats issue ho rahe hain. Bahut baar waitlisted tickets ho rahi hain. Help please!,train seats issue bahut baar waitlisted tickets,0
MORLY/E/2023/5678901,Railway staff ko customer service ki training nahi di gayi hai. Isse customer kaafi pareshan hote hain.,railway staff customer service training nahi isse customer pareshan,0
MORLY/E/2023/6789012,Mere refund ka paisa ab tak nahi aaya hai. Kya aap dekh sakte hain ki kya hua?,refund paisa nahi dekh sakte,0
MORLY/E/2023/7890123,"Platform ka haal bahut kharab hai, please kuch karein. Ye bahut dangerous hai.",platform haal bahut kharab bahut dangerous,0
MORLY/E/2023/8901234,"Train time par nahi aati, yeh sabse annoying hai. Kripya is par dhyan den.",train time nahi aati sabse annoying kripya dhyan den,0
MORLY/E/2023/9012345,Railway person ki behavior bahut bekar hai. Unhe training ki zarurat hai!,railway person behavior bahut bekar training zarurat,0
MORLY/E/2023/0123456,"Mujhe refund nahi mila hai, kya aap iski jaanch kar sakte hain?",refund nahi mila iski jaanch sakte,0
MORLY/E/2023/1234560,"Station pe paani aur saaf safai ki kami hai, ye ek samasya hai.",station paani saaf safai kami samasya,0
MORLY/E/2023/2345607,Kahi baar train ka time badal jaata hai bina kisi notice ke. Ye bahut dikkat hai.,kahi baar train time badal jaata bina kisi notice bahut dikkat,0
MORLY/E/2023/3456708,"Staff ka behavior acha nahi hai, unhe training ki zarurat hai.",staff behavior acha nahi training zarurat,0
MORLY/E/2023/4567809,Mujhe payment issue face karna pad raha hai. Account se paise nahi cut rahe hain.,payment issue face pad account paise nahi cut,0
MORLY/E/2023/5678902,"Platform par safai nahi hai, bahut samasya hai. Please kuch karein.",platform safai nahi bahut samasya,0
MORLY/E/2023/6789013,"Train schedule bahut kharab hai, baar-baar late ho rahi hai. Please check.",train schedule bahut kharab baarbaar late check,0
MORLY/E/2023/7890124,"Railway staff ka behavior improve karna zaruri hai, wo bahut rude hain.",railway staff behavior improve zaruri bahut rude,0
MORLY/E/2023/8901235,"Mujhe payment ka issue hai, kya aap madad kar sakte hain?",payment issue sakte,0
MORLY/E/2023/9012346,"Station par facilities bahut kharab hain, humara kya hoga?",station facilities bahut kharab humara hoga,0
MORLY/E/2023/7654321,"Mujhe payment refund nahi mila. Maine train ke liye pay kiya tha, lekin koi confirmation nahi aaya.",payment refund nahi mila train pay confirmation nahi,0
MORLY/E/2023/2345678,Platform par bahut zyada gande hai aur koi cleaning nahi kar raha. Yeh bilkul unacceptable hai.,platform bahut zyada gande cleaning nahi unacceptable,0
MORLY/E/2023/3456789,"Meri train time par nahi aayi. Schedule disturb ho gaya, please iski jaanch kijiye.",train time nahi schedule disturb iski jaanch kijiye,0
MORLY/E/2023/1234567,"Train ke staff achhe nahi the, bahut rude they. Is par action lena chahiye.",train staff achhe nahi bahut rude action lena chahiye,0
MORLY/E/2023/3456789,"Maine ticket purchase kiya, par mera paisa deduct ho gaya par ticket nahi mili.",ticket purchase paisa deduct ticket nahi mili,0
MORLY/E/2023/5678901,"Railway station par safety issues hain, bahut saare light kharab hain. Koi action kyun nahi ho raha?",railway station safety issues bahut saare light kharab action nahi,0
MORLY/E/2023/6789012,Mujhe train ka schedule update nahi mila. Bahut confusion ho raha hai.,train schedule update nahi mila bahut confusion,0
MORLY/E/2023/7890123,"Train ke staff ki training achhi nahi hai, service bahut bekar hai.",train staff training achhi nahi service bahut bekar,0
MORLY/E/2023/8901234,"Mujhe ticket ka paisa nahi mila, bank statement par dikh nahi raha hai.",ticket paisa nahi mila bank statement dikh nahi,0
MORLY/E/2023/9012345,"Platform par behtareen lighting ki kami hai, raat ko dikhayi nahi deta.",platform behtareen lighting kami raat dikhayi nahi deta,0
MORLY/E/2023/0123456,Mujhe train ka timing change hone ki jankari nahi mili. Bahut dikkat ho rahi hai.,train timing change hone jankari nahi mili bahut dikkat,0
MORLY/E/2023/1234578,"Train ke staff ne mujhe bekar se treat kiya, is par action lena zaroori hai.",train staff bekar treat action lena zaroori,0
MORLY/E/2023/2345689,Mujhe apne ticket ka paisa return nahi mila. Bahut din ho gaye.,apne ticket paisa return nahi mila bahut din,0
MORLY/E/2023/3456790,"Station par bahut saare potholes hain, koi nahi dekh raha is par. Please dhyan dijiye.",station bahut saare potholes nahi dekh dhyan dijiye,0
MORLY/E/2023/4567901,"Train ke timings baar baar change ho rahe hain, is par kuch karna chahiye.",train timings baar baar change chahiye,0
MORLY/E/2023/5678912,"Mujhe staff ki training ki kami dikh rahi hai, service kaafi poor hai.",staff training kami dikh service poor,0
MORLY/E/2023/6789023,"Mujhe train ka ticket cancel karne par paisa nahi mila, mujhe bataya nahi gaya.",train ticket cancel paisa nahi mila bataya nahi,0
MORLY/E/2023/7890134,"Station ka infrastructure kaafi purana hai, iski sudhar ki zarurat hai.",station infrastructure purana iski sudhar zarurat,0
MORLY/E/2023/8902345,"Mere ghar par railway track ke paas bahut noise hai, is par zarurat hai ki kuch action liya jaye.",ghar railway track paas bahut noise zarurat action jaye,0
MORLY/E/2023/9012456,"Mujhe staff ki behavior kaafi bekar laga, is par kuch action lena chahiye.",staff behavior bekar laga action lena chahiye,0
MORLY/E/2023/1234567,Train ka time baar baar badal raha hai! Yeh bahut pareshan kar raha hai. Kya aap log kuch kar sakte hain?,train time baar baar badal bahut pareshan log sakte,0
MORLY/E/2023/7654321,"Maine ticket cancel kiya tha, lekin refund nahi aaya. Kya aap iski jaanch kar sakte hain? PNR: X123X45.",ticket cancel refund nahi iski jaanch sakte pnr,0
MORLY/E/2023/2345678,Platform par safai nahi hoti hai. Bahut gandh hai aur sthal par kachra hai. Yeh rail yatra mein samasya hai.,platform safai nahi bahut gandh sthal kachra rail yatra samasya,0
MORLY/E/2023/3456789,Railway staff behaving rudely with passengers. Kya aap is par kuch kar sakte hain? Yeh unacceptable hai.,railway staff behaving rudely passengers sakte unacceptable,0
MORLY/E/2023/4567890,"Train delays bahut ho rahe hain. Mere office ka time miss ho raha hai, please kuch karein!",train delays bahut office time miss,0
MORLY/E/2023/5678901,Mujhe ticket book karne par extra charges lage hain. Kya yeh sahi hai? Account no: XXXXXX1234.,ticket book extra charges lage sahi account xxxxxx,0
MORLY/E/2023/6789012,Station pe lift kharab hai. Bahut log pareshan ho rahe hain. Kya aap is par dhyan de sakte hain?,station lift kharab bahut log pareshan dhyan sakte,0
MORLY/E/2023/7890123,"Train conductors are not helping passengers with queries. Yeh bahut samasya hai, please dekhein.",train conductors helping passengers queries bahut samasya dekhein,0
MORLY/E/2023/8901234,Mujhe ticket book karne par samasya aayi. Kya aap meri madad kar sakte hain? PNR: XXXXXX.,ticket book samasya sakte pnr xxxxxx,0
MORLY/E/2023/9012345,Maine ek mistake se do tickets book kar di hain. Kya aap meri ek ticket cancel kar sakte hain? Yahan PNR: XXXXXX hai.,mistake tickets book ticket cancel sakte yahan pnr xxxxxx,0
MORLY/E/2023/0123456,"Platform par seats kharab hain, sitting nahi hoti hai. Kya aap kuch kar sakte hain?",platform seats kharab sitting nahi sakte,0
MORLY/E/2023/1234568,"Mujhe railway staff se achha vyavhar nahi mila. Yeh bahut bura hai, please dekhein.",railway staff achha vyavhar nahi mila bahut bura dekhein,0
MORLY/E/2023/2345679,Train ka local timing sahi nahi hai. Aap log kuch kar sakte hain? Bahut dikkat hoti hai.,train local timing sahi nahi log sakte bahut dikkat,0
MORLY/E/2023/3456780,Mujhe refund nahi mila hai jabki maine cancel kiya tha. Kya yeh sahi hai? PNR: XXXXXX.,refund nahi mila jabki cancel sahi pnr xxxxxx,0
MORLY/E/2023/4567891,Railway station pe washroom bahut gande hain. Kya aap kuch kar sakte hain?,railway station washroom bahut gande sakte,0
MORLY/E/2023/5678902,Koi staff mere prashna ka jawab nahi de raha. Yeh bahut samasya hai. Kya aap kuch kar sakte hain?,staff prashna jawab nahi bahut samasya sakte,0
MORLY/E/2023/6789013,"Mujhe train ka schedule baar baar badal raha hai. Bahut pareshani hoti hai, please dekhein.",train schedule baar baar badal bahut pareshani dekhein,0
MORLY/E/2023/7890124,Mujhe meri payment nahi mili hai jabki maine ticket book kiya tha. Kya yeh samasya hai? Account: XXXXXX.,payment nahi mili jabki ticket book samasya account xxxxxx,0
MORLY/E/2023/4512367,"Train time pe nahi aayi, bahut dikkat hui. Mere paas koi aur option nahi tha.",train time nahi bahut dikkat paas option nahi,0
MORLY/E/2023/9823465,"Mujhe refund nahi mila, payment details bhi sahi nahi hain, help karo.",refund nahi mila payment details sahi nahi,0
MORLY/E/2023/3748921,"Platform bahut kharab hai, paani bhara rehta hai, koi dekhne wala nahi hai.",platform bahut kharab paani bhara rehta dekhne wala nahi,0
MORLY/E/2023/4857321,"Staff ka behavior bilkul accha nahi tha, ghamandi the sab log.",staff behavior accha nahi ghamandi log,0
MORLY/E/2023/1098765,"Train ki seat confirm nahi hui, fir bhi ticket ka paisa kahan gaya?",train seat confirm nahi fir ticket paisa,0
MORLY/E/2023/3456789,"Payment gateway par error aa raha hai, kya karu.",payment gateway error karu,0
MORLY/E/2023/5678123,"Station par safai nahi hoti, bahut ganda hai, koi dhyan nahi de raha.",station safai nahi bahut ganda dhyan nahi,0
MORLY/E/2023/6789432,"Train staff ka behavior sahi nahi hai, rude hain sab.",train staff behavior sahi nahi rude,0
MORLY/E/2023/9876540,"Train bahut late ho gayi, koi update nahi diya.",train bahut late update nahi,0
MORLY/E/2023/1234567,Mera ticket cancel ho gaya aur main refund nahi mil raha. Kya karun?,ticket cancel main refund nahi mil karun,0
MORLY/E/2023/4567891,"Platform bahut kharab hai, sab jagah gande paani bhare hue hain.",platform bahut kharab jagah gande paani bhare hue,0
MORLY/E/2023/1122334,Staff ka behavior bahut rude tha. Koi respect nahi diya.,staff behavior bahut rude respect nahi,0
MORLY/E/2023/3344556,"Train ka timing wrong hai, kabhi bhi nahi aata.",train timing wrong nahi aata,0
MORLY/E/2023/6543210,Mera payment process nahi ho raha. Bahut baar try kiya.,payment process nahi bahut baar try,0
MORLY/E/2023/7890123,"Railway station ki safai bahut kharab hai, koi dhyan nahi de raha.",railway station safai bahut kharab dhyan nahi,0
MORLY/E/2023/4567892,"Railway staff ka behavior accha nahi hai, rude hai sabhi.",railway staff behavior accha nahi rude sabhi,0
MORLY/E/2023/7896541,"Train ka time sahi nahi hai, baar baar late ho rahi hai.",train time sahi nahi baar baar late,0
MORLY/E/2023/1357924,"Mera payment refund nahi ho raha, bahut problem ho rahi hai.",payment refund nahi bahut problem,0
MORLY/E/2023/2468135,"Station ke washrooms bahut gande hain, koi safai nahi kar raha.",station washrooms bahut gande safai nahi,0
MORLY/E/2023/9876543,"Staff ke behavior mein sudhar ki zarurat hai, unse baat nahi karte.",staff behavior sudhar zarurat unse baat nahi karte,0
MORLY/E/2023/5432167,"Train ka timing sahi nahi hai, baar baar late hai.",train timing sahi nahi baar baar late,0
MORLY/E/2023/6789123,"Payment ka status nahi dikh raha hai, kya karun?",payment status nahi dikh karun,0
MORLY/E/2023/8357493,Train ka timing hamesha late hota hai. Kabhi kabhi to 2 ghante bhi late aa jati hai.,train timing hamesha late ghante late jati,0
MORLY/E/2023/3456712,Mere ticket ka refund nahi aa raha hai. Payment to deduct ho gaya tha.,ticket refund nahi payment deduct,0
MORLY/E/2023/9876451,Station par safai nahi hoti. Bahut ganda hai waha.,station safai nahi bahut ganda waha,0
MORLY/E/2023/4567890,Train staff ka behavior bahut kharab hai. Unhe training ki zarurat hai.,train staff behavior bahut kharab training zarurat,0
MORLY/E/2023/2365894,Train ka route galat hai. Baat karne par koi sunta nahi hai.,train route galat baat sunta nahi,0
MORLY/E/2023/7890123,Mere credit card se ticket purchase kiya tha. Abhi tak confirmation nahi aaya.,credit card ticket purchase abhi confirmation nahi,0
MORLY/E/2023/1234567,"Platform par rukawat hai, logon ke liye bahut mushkil hota hai.",platform rukawat logon bahut mushkil,0
MORLY/E/2023/6543210,Guard ko na samajh aa raha tha aur na koi help kar raha tha. Kya yeh theek hai?,guard samajh theek,0
MORLY/E/2023/2389471,"Train ke seats reserve nahi ho rahe hai, baar-baar try karne par bhi.",train seats reserve nahi baarbaar try,0
MORLY/E/2023/8945610,Mere account se paisa deduct ho gaya par ticket confirm nahi hui.,account paisa deduct ticket confirm nahi,0
MORLY/E/2023/0123456,"Station ki buildings purani ho gayi hain, khud ko surakshit mehsoos nahi kar raha.",station buildings purani khud surakshit mehsoos nahi,0
MORLY/E/2023/3456789,"Railway staff ko customer service ka pata nahi hai, shayad training ki zaroorat hai.",railway staff customer service pata nahi shayad training zaroorat,0
MORLY/E/2023/5678901,"Train ke seats nahi dikh rahe hain, jaise ki koi galti ho rahi ho.",train seats nahi dikh jaise galti,0
MORLY/E/2023/6789012,"Payment confirm nahi hui hai, par paisa to deduct ho gaya.",payment confirm nahi paisa deduct,0
MORLY/E/2023/7891234,"Station ki facilities kharab hain, bahut dikkat hoti hai.",station facilities kharab bahut dikkat,0
MORLY/E/2023/8912345,"Train ke conductor ko samasya ka samadhan nahi aata, bahut samay waste hota hai.",train conductor samasya samadhan nahi aata bahut samay waste,0
