registration_no,subject_content_text,dbscan_cluster
MORLY/E/2023/6789012,"Train ke frequency bahut kam hain, logon ko bahut dikkat hoti hai.",0
MORLY/E/2023/7890123,"Payment ke liye delay ho raha hai, kya aap is par dhyan de sakte hain?",-1
MORLY/E/2023/8901234,"Train ke staff ki training bahut zaruri hai, kisi ko bhi pata nahi hota hai.",0
MORLY/E/2023/9012345,"Station ke washrooms bahut gande hain, inki safai ki zarurat hai.",0
MORLY/E/2023/0123456,"Train ka schedule inconsistent hai, logon ko mushkil hoti hai.",-1
MORLY/E/2023/1234567,"Mujhe refund ka issue hai, maine galti se do tickets book kar li thi.",0
MORLY/E/2023/2345678,"Kuch staff ka behavior thik nahi hai, unhein samajhna zaroori hai.",0
MORLY/E/2023/3456789,"Foot overbridge bahut kharab hai, iski safai aur repair ki zarurat hai.",0
MORLY/E/2023/4567890,"Train time pe nahi aati, logon ko bahut dikkat hoti hai.",0
MORLY/E/2023/5678901,"Mujhe refund nahi mila hai, kya aap dekh sakte hain?",0
MORLY/E/2023/6789012,"Station par staff ka behavior theek nahi hai, kuch unko sikhaana padega.",0
MORLY/E/2023/7890123,"Station ki building bahut purani ho gayi hai, isse renovate karna padega.",0
MORLY/E/2023/8901234,"Train ke seats ki booking mein dikkat aa rahi hai, is par dhyan dein.",0
MORLY/E/2023/9012345,"Maine jo transaction kiya tha, uska confirmation nahi mila hai. Kya aap dekh sakte hain?",0
MORLY/E/2023/0123456,"Station ke staff ko customers se baat karne ka tarika nahi aata, is par dhyan dein.",-1
MORLY/E/2023/1234567,"Station par koi bhi facility nahi hai, passengers ko dikkat hoti hai.",0
MORLY/E/2023/1234567,"Train time kaafi late ho gaya hai, mujhe office jaana tha. Kya koi solution hai?",0
MORLY/E/2023/2345678,"Mera ticket ka payment process nahi ho raha hai, baar baar try kiya.",0
MORLY/E/2023/3456789,"Staff ka behavior bahut kharab hai, unhe training ki jarurat hai.",0
MORLY/E/2023/4567890,"Platform ka condition bahut kharab hai, bahut gande hain, safety issues hain.",0
MORLY/E/2023/5678901,"Train ka route change ho gaya bina kisi notice ke, samasya hai.",0
MORLY/E/2023/6789012,"Payment refund nahi ho raha hai, please help!",0
MORLY/E/2023/7890123,"Railway staff ne rude behavior kiya, yeh bilkul unacceptable hai.",0
MORLY/E/2023/8901234,"Station par lifts bahut kharab condition mein hain, please fix.",0
MORLY/E/2023/9012345,"Train ka cancellation bina kisi notification ke hua, bahut problem hui.",0
MORLY/E/2023/0123456,"Mujhe refund nahi mila hai, please jaldi se dekhiye.",0
MORLY/E/2023/1234568,"Kuch staff log bahut rude hain, yeh bilkul bhi acceptable nahi hai.",0
MORLY/E/2023/2345679,"Station par bahut gande conditions hain, safai nahi ho rahi hai.",0
MORLY/E/2023/3456780,"Train ka timing sahi nahi hai, aise nahi chalega.",0
MORLY/E/2023/4567891,"Refund ka koi response nahi aaya, please check karein.",0
MORLY/E/2023/5678902,"Train mein staff ka behavior accha nahi tha, kuch training ki zarurat hai.",0
MORLY/E/2023/6789013,"Roads ke condition bahut kharab hain, especially railway crossings.",0
MORLY/E/2023/7890124,"Train ka schedule bahut irregular hai, ise theek karna padega.",0
MORLY/E/2023/8901235,"Mujhe abhi tak refund nahi mila, please check karein.",0
MORLY/E/2023/9012346,"Kuch staff ne rude behavior kiya hai, yeh theek nahi hai.",0
MORLY/E/2023/0123457,"Station ki safai bahut kharab hai, please improve karein.",0
MORLY/E/2023/2345678,"Train ka time baar baar change ho raha hai, yeh bahut pareshani ho rahi hai.",0
MORLY/E/2023/3456789,"Mujhe refund nahi mila, meri payment ka kya hoga? PNR XXXXXX.",0
MORLY/E/2023/4567890,"Staff ne rude behavior show kiya, please action lo.",0
MORLY/E/2023/5678901,"Platform pe safai nahi hai, bahut ganda hai.",0
MORLY/E/2023/6789012,"Meri train 2 ghante late hai, kya kar rahe hain aap log?",0
MORLY/E/2023/7890123,"Mujhe mere account ka paisa wapas nahi mila, please help.",0
MORLY/E/2023/8901234,"Mujhe lagta hai ki staff ko training nahi diya gaya hai, is pe dhyan do.",0
MORLY/E/2023/9012345,"Station ki facilities theek nahi hain, please kuch karo.",0
MORLY/E/2023/0123456,"Service bahut slow hai, kya ho raha hai?",0
MORLY/E/2023/1234567,"Mujhe payment ka confirmation nahi mila, kya karun?",0
MORLY/E/2023/2345678,"Ek employee ne mujhe galiyaan di, is pe action lo.",0
MORLY/E/2023/3456789,"Station par toilet ki safai nahi hoti, please dekho.",0
MORLY/E/2023/4567890,"Train ka schedule bahut ghalat hai, aur koi train nahi hai.",0
MORLY/E/2023/5678901,"Refund ka koi update nahi hai, please jaldi bataiye.",0
MORLY/E/2023/6789012,Ek staff ne mujhe ignore kiya jab maine help maangi.,0
MORLY/E/2023/7890123,"Station ganda hai, safai karne ka kuch nahi hota.",0
MORLY/E/2023/8901234,"Meri train baar baar late ho rahi hai, kya kar rahe ho aap log?",0
MORLY/E/2023/9012345,"Mujhe payment ka confirmation nahi hai, jald bataiye.",0
MORLY/E/2023/0123456,"Staff ne achha behave nahi kiya, is par kuch karo.",0
MORLY/E/2023/9876543,"Train ki timing bilkul galat hai. 1 ghanta late hai, yeh bahut pareshan kar raha hai.",0
MORLY/E/2023/7654321,Railway station mein safai bahut kharab hai. Gande paani se mushkil hoti hai.,0
MORLY/E/2023/6543210,"Mujhe refund nahi mila hai, jabki maine cancel kiya tha. Account number XXXXXX.",0
MORLY/E/2023/5432109,Railway staff aksar rude hote hain. Madad nahi karte hain jab zarurat hoti hai.,0
MORLY/E/2023/4321098,Train ka schedule hamesha badalta hai. Yeh bahut pareshani hai.,0
MORLY/E/2023/3210987,Platform bahut kharab state mein hain. Safety issue hai yahan.,0
MORLY/E/2023/2109876,Online payment ki wajah se ticket nahi mil raha. Help chahiye mujhe.,0
MORLY/E/2023/1098765,Train staff ko train ki timing ki acchi knowledge nahi hai. Bar-bar galti hoti hai.,-1
MORLY/E/2023/0987654,Train ka delay hona aam baat hai. Yeh travel ko bahut mushkil bana deta hai.,0
MORLY/E/2023/9876501,Railway tracks ka condition kharab hai. Yatra ke liye suraksha nahi hai.,0
MORLY/E/2023/8765432,"Mujhe ticket ka refund nahi mila hai, jabki maine cancel kiya tha, account number: XXXXX.",0
MORLY/E/2023/7654320,"Railway staff ka behavior theek nahi hai, unko training ki zarurat hai.",0
MORLY/E/2023/6543219,Train ka service kabhi kabhi accha nahi hota. Bahut samasya aati hai.,0
MORLY/E/2023/5432108,"Railway platforms bahut kharab haalat mein hain, bahut dikkat hoti hai.",0
MORLY/E/2023/4321097,Mujhe online payment ke liye koi confirmation nahi mila. Help ka zarurat hai.,0
MORLY/E/2023/3210986,Mujhe lagta hai ki staff ko training ki zarurat hai. Unka behavior accha nahi hai.,0
MORLY/E/2023/2109875,Train ko punctual hona chahiye. Bahut baar samay se nahi aati.,0
MORLY/E/2023/1098764,Railway stations pe basic facilities nahi hain. Hygiene ka dhyan nahi rakha jata.,0
MORLY/E/2023/8765431,Payment ke baad bhi mujhe confirmation nahi mila. Help chahiye mujhe.,0
MORLY/E/2023/1234567,"Train ka schedule hamesha late hota hai, aap log kuch kyun nahi karte?",0
MORLY/E/2023/2345678,Mujhe ticket ka paisa wapas nahi mila. Kya ho raha hai?,0
MORLY/E/2023/3456789,Conductor ne mujhe theek se nahi bola aur rude behave kiya.,0
MORLY/E/2023/4567890,"Station ki safai bahut kharab hai, kya aap kuch kar sakte hain?",0
MORLY/E/2023/5678901,"Train ki timing bilkul gadbad hai, baar baar late hoti hai.",0
MORLY/E/2023/6789012,"Mujhe ticket kharidne par paisa nahi mila, bahut samasya hai.",0
MORLY/E/2023/7890123,"Staff ne mujhe theek se service nahi di, bahut bura anubhav raha.",0
MORLY/E/2023/8901234,"Platform pe bahut gande bartan hain, safai nahi hoti.",0
MORLY/E/2023/9012345,"Train ka direct route band ho gaya hai, pura time waste hota hai.",-1
MORLY/E/2023/0123456,"Mujhe paisa wapas nahi mila, phone par koi assistance nahi mil raha hai.",0
MORLY/E/2023/1234568,"Mujhe railway staff se bura vyavhaar mila, is par action lena padega.",1
MORLY/E/2023/2345679,"Railway stations par basic amenities nahi hain, bahut dikkat hoti hai.",0
MORLY/E/2023/3456780,"Train ki facilities bahut bekar hain, bahut kameen hain.",0
MORLY/E/2023/4567891,"Mujhe ticket refund nahi mila, yeh bahut bura hai.",0
MORLY/E/2023/5678902,"Staff ka behavior bahut kharab hai, koi help nahi karta.",0
MORLY/E/2023/6789013,"Station par washroom ki suvidha nahi hai, bahut dikkat hoti hai.",0
MORLY/E/2023/7890124,"Train on time nahi aati, roz roz ke liye dikkat hoti hai.",0
MORLY/E/2023/8901235,"Mujhe refund nahi mila, bahut samasya hai.",0
MORLY/E/2023/9012346,"Staff ne mujhe ghalat information di, bahut pareshani hui.",0
MORLY/E/2023/1234567,Mujhe apne ticket ke liye paise wapas nahi mile hain. Bahut time ho gaya hai!,0
MORLY/E/2023/2345678,Train time se nahi aa raha hai. Bahut pareshani ho rahi hai.,0
MORLY/E/2023/3456789,Railway station ka restroom bahut ganda hai. Iski safai nahi ho rahi hai.,0
MORLY/E/2023/4567890,Conductor ne bahut badtameezi ki. Iski shikayat karni hai.,0
MORLY/E/2023/5678901,Mera ticket ka paisa refund nahi ho raha. Kahan jaana hai mujhe.,0
MORLY/E/2023/6789012,"Train late ho rahi hai, koi update nahi mil raha hai. Kripya dekhiye.",0
MORLY/E/2023/7890123,"Platform par lighting nahi hai, raat ko safety nahi hai. Iski samasya ka samadhan chahiye.",0
MORLY/E/2023/8901234,"Staff ne mere saath bura vyavhaar kiya, iski shikayat hai.",1
MORLY/E/2023/9012345,"Mera payment pending hai, kab aayega? Bahut pareshaan hoon.",0
MORLY/E/2023/0123456,"Train ka schedule sahi nahi hai, baar baar delay hota hai.",0
MORLY/E/2023/1234568,"Railway station par parking ka bahut dikkat hai, space nahi milta.",0
MORLY/E/2023/2345679,"Train ke staff ka behavior theek nahi hai, iski shikayat kar raha hoon.",0
MORLY/E/2023/3456780,"Mera ticket ka paisa ab tak nahi aaya, bahut pareshaan hoon.",0
MORLY/E/2023/4567891,Train baar baar cancel ho rahi hai aur koi notification nahi mil raha.,0
MORLY/E/2023/5678902,"Station par koi facilities nahi hain, bahut dikkat hoti hai.",0
MORLY/E/2023/6789013,"Staff ne meri madad nahi ki, samasya ke liye koi nahi tha.",0
MORLY/E/2023/7890124,"Mera refund ab tak nahi aaya, jaldi dekhiye!",0
MORLY/E/2023/8901235,"Train ka timing baar baar change ho raha hai, samasya hai.",0
MORLY/E/2023/9012346,"Station par signal ka ghalat kaam hai, bahut dikkat hoti hai.",0
MORLY/E/2023/1234567,"Train time par nahi aayi, delay hua hai. Bahut tension ho raha hai mujhe.",0
MORLY/E/2023/2345678,"Mujhe apni booking ka paisa wapas chahiye, par refund nahi aaya ab tak.",0
MORLY/E/2023/3456789,Train mein conductors ka behavior bahut kharab tha. Unko training ki zarurat hai.,0
MORLY/E/2023/4567890,Platform par safai nahi hai. Bathroom bhi bahut ganda hai.,0
MORLY/E/2023/5678901,Train ka schedule samajh nahi aa raha hai. Bar-bar changes ho rahe hain.,0
MORLY/E/2023/6789012,Mujhe booking confirmation ka email nahi mila. Pura paisa deduction ho gaya.,0
MORLY/E/2023/7890123,TTE ka behavior bahut rude tha. Yahan customer service ki kami hai.,0
MORLY/E/2023/8901234,Railway station par facilities bahut poor hain. Ladies waiting room to hai hi nahi!,0
MORLY/E/2023/9012345,Train ka delay hone ke wajah se mujhe meeting miss karni padi. Yeh unacceptable hai.,0
MORLY/E/2023/0123456,Refund ke liye kab tak wait karna padega? Bahut din ho gaye.,0
MORLY/E/2023/1234568,Mujhe TTE se bahut bura experience mila. Unhe customer service ka training chahiye.,0
MORLY/E/2023/2345679,Railway station par bahut saari facilities nahi hain. Kab tak sudhrenge?,0
MORLY/E/2023/3456780,"Train ka time khud hi badal gaya, mujhe pata nahi chala. Isse kaise control hoga?",0
MORLY/E/2023/4567891,"Mere account se paisa deduct ho gaya, par tickets nahi mila. Kya karna padega?",0
MORLY/E/2023/5678902,Mujhe TTE se baat karne ka mauka nahi mila. Customer service bilkul nahi hai.,0
MORLY/E/2023/6789013,"Station par bahut badi samasya hai, toilets bilkul nahi hain.",0
MORLY/E/2023/7890124,"Train mein bahut badbu thi, kuch kharab ho raha tha. Iska kya hoga?",0
MORLY/E/2023/8901235,"Mere paisa kat gaya, par tickets nahi aa rahe. Yeh bahut serious issue hai.",-1
MORLY/E/2023/9012346,"Mujhe TTE se baat karne ka mauka nahi mila, wo kabhi aa nahi rahe.",0
MORLY/E/2023/0123457,Station par bahut saari cheezein kharab hai. Sudhar kab hoga?,0
MORLY/E/2023/9876543,Train ki timing change ho gayi hai. Main time par nahi pahuncha.,0
MORLY/E/2023/8765432,"Mujhe refund nahi mila hai, payment confirm hai. Kya karun?",0
MORLY/E/2023/7654321,Railway staff bahut rude hain. Unhe training ki zarurat hai.,0
MORLY/E/2023/6543210,Platform bahut kharab halat mein hain. Safety ka khayal nahi rakha ja raha.,0
MORLY/E/2023/5432109,Train ka delay bahut zyada ho raha hai. Kya koi solution hai?,0
MORLY/E/2023/4321098,"Mujhe ticket ke liye payment nahi hui, par paise to cut gaye hain.",0
MORLY/E/2023/3210987,"Ticket counter staff bahut bhi bheed bhadak hai, unhe samasya sunne ka waqt nahi milta.",0
MORLY/E/2023/2109876,"Railway station ka infrastructure bahut purana ho gaya hai, naya banana chahiye.",0
MORLY/E/2023/1098765,Train ka schedule bahut fluctuating hai. Please fix it.,0
MORLY/E/2023/0987654,"Mera payment pending hai, par maine to sab kuch sahi kiya tha.",0
MORLY/E/2023/4567890,"Staff se baat karne mein mushkil aati hai, unhe samasya sunne ka time nahi hai.",0
MORLY/E/2023/5678901,"Station par sanitation bahut kharab hai, kafi bekar lag raha hai.",-1
MORLY/E/2023/6789012,Train ka journey bahut uncomfortable tha. Is par dhyan dena chahiye.,0
MORLY/E/2023/7890123,"Mujhe ticket cancellation ka refund nahi mila, please madad karein.",0
MORLY/E/2023/8901234,"Ticket counter par staff log unresponsive hain, unhe samasya sunne ka time nahi hai.",0
MORLY/E/2023/1234569,"Station ki cleanliness bahut kharab hai, bahar se aaye logon ko dikkat hoti hai.",0
MORLY/E/2023/2345670,"Train service bekar hai, samay par nahi mil raha. Is par dhyan de.",0
MORLY/E/2023/3456781,"Mujhe payment issue hai, bhut din ho gaye, please help.",0
MORLY/E/2023/4567892,"Staff log samasya sunne mein asamarth hain, unhe training di jaye.",0
MORLY/E/2023/7890125,"Station par water supply nahi hai, bahut dikkat ho rahi hai.",0
MORLY/E/2023/1234567,Mujhe train ka schedule samajh nahi aa raha hai. Kya aap mujhe correct timing bata sakte hain?,0
MORLY/E/2023/7654321,"Maine ticket book kiya tha lekin payment nahi hui. Mere account se paise bhi kat gaye hain, ab kya karu?",0
MORLY/E/2023/2345678,"Train staff ki customer service achi nahi hai, unhone mujhe avoid kiya. Main bahut naraz hoon.",0
MORLY/E/2023/3456789,"Platform ka condition bahut kharab hai, khud se chalna mushkil ho raha hai. Kya kuch kiya ja sakta hai?",0
MORLY/E/2023/4567890,"Mujhe train ka delay samajh nahi aa raha hai, aakhir kyun nahin chal rahi hai.",0
MORLY/E/2023/5678901,"Mujhe refund nahi mila, main baar baar complain kar rahi hoon. Kya aap meri madad kar sakte hain?",0
MORLY/E/2023/6789012,"Train staff ka behavior bilkul theek nahi tha, unki training mein kami hai.",0
MORLY/E/2023/7890123,"Railway stations par facilities bahut bekar hain, unhe sudharne ki zaroorat hai.",0
MORLY/E/2023/8901234,"Mujhe train mai seat nahi mil rahi hai, har baar full ho rahi hai.",0
MORLY/E/2023/9012345,Maine online ticket book ki thi lekin kisi wajah se cancel ho gayi. Refund ka kya hoga?,0
MORLY/E/2023/0123456,"Mujhe train ka staff help nahi kar raha tha, bahut hi bekar service.",0
MORLY/E/2023/1237890,"Railway infrastructure bahut purani ho gayi hai, nayi technology lagani chahiye.",0
MORLY/E/2023/4561237,Mujhe train mai koi information nahi mil rahi hai. Aap logo ko kaam karna chahiye.,0
MORLY/E/2023/7894561,Maine ek ticket cancel kiya tha par refund abhi tak nahi mila. Kya aap check kar sakte hain?,0
MORLY/E/2023/1234568,"Train staff ki service bahut bekar hai, unhe training deni chahiye.",0
MORLY/E/2023/2345671,"Railway station bahut dirty hai, safai par dhyan dena chahiye.",0
MORLY/E/2023/3456780,"Mujhe train ke timings se samasya hai, samay par nahi aati hai.",0
MORLY/E/2023/7890124,"Maine ticket cancel kiya tha, par paise abhi tak wapas nahi aaye. Kya aap check kar sakte hain?",0
MORLY/E/2023/8901245,"Train staff ka behavior theek nahi hai, unhe sudharna chahiye.",0
MORLY/E/2023/9012347,"Railway station ki cleanliness bahut kharab hai, sudhar ki zarurat hai.",0
MORLY/E/2023/1234567,Train ka time pe nahi aana bahut pareshani ho raha hai. Kya yeh koi samasya hai?,0
MORLY/E/2023/2345678,"Maine ticket ke liye payment kiya tha, lekin confirmation nahi mila. Mere account X0X3X ka kya hoga?",0
MORLY/E/2023/3456789,Platform par bahut gandh hai aur safai nahi ho rahi hai. Yeh koi samasya hai kya?,0
MORLY/E/2023/4567890,Train ke staff ka vyavhaar acha nahi tha. Kya aisa chalna theek hai?,-1
MORLY/E/2023/5678901,Train ka route badal gaya bina kisi soochna ke. Yeh kaisa hai?,0
MORLY/E/2023/6789012,Mere ticket ka paise wapas nahi aaye. Kya yeh samasya hai?,0
MORLY/E/2023/7890123,Railway station ki building purani ho gayi hai. Kuch nahi kiya ja raha hai.,0
MORLY/E/2023/8901234,Train ke guard ka vyavhaar bahut bura tha. Kya is par koi kadam uthaya jaega?,0
MORLY/E/2023/9012345,Train ka schedule baar baar badal raha hai. Yeh samasya kaise suljhaayenge?,0
MORLY/E/2023/0123456,Mujhe ticket ki refund nahi mil raha. Iska kya karein?,0
MORLY/E/2023/1234568,Station par paani ki kami hai. Is par kya kiya ja sakta hai?,-1
MORLY/E/2023/2345679,Railway staff ka vyavhaar samajhdari ka nahi hai. Kya kuch kiya ja sakta hai?,0
MORLY/E/2023/3456780,Train mein khana nahi mil raha hai. Is par kya kiya ja sakta hai?,0
MORLY/E/2023/4567891,Mujhe ticket ka paisa wapas nahi mil raha hai. Kya yeh samasya hai?,0
MORLY/E/2023/5678902,"Station kaafi purana ho gaya hai, aur kuch nahi hote dikh raha. Yeh kab tak chalega?",-1
MORLY/E/2023/6789013,Pehle se booked seat par dusre logon ka baithna bahut samasya bana raha hai. Kya iski jaanch hogi?,0
MORLY/E/2023/7890124,Train ka service kharab ho gaya hai. Yeh kya karne ki baat hai?,0
MORLY/E/2023/8901235,"Maine ticket ke liye payment kiya, lekin abhi tak koi confirmation nahi mila. Kya yeh samasya hai?",0
MORLY/E/2023/9012346,Railway station par safai ki kami hai. Is par kya kuch kiya ja raha hai?,0
MORLY/E/2023/0123457,Train ke guard ne meri seat par bekar vyavhaar kiya. Kya is par kuch kiya jayega?,0
MORLY/E/2023/1234567,"Train ka schedule bahut late hota hai, please ise theek kare.",0
MORLY/E/2023/2345678,"Mujhe payment ka refund nahi mila, kaise milega?",0
MORLY/E/2023/3456789,"Station staff ka behavior bahut kharab tha, please kuch kare.",0
MORLY/E/2023/4567890,"Platform par safai nahi ho rahi hai, bahut ganda hai.",0
MORLY/E/2023/5678901,"Train abhi tak nahi aayi, kya hua?",0
MORLY/E/2023/6789012,"Mujhe booking ke liye payment nahi mila, kya karu?",0
MORLY/E/2023/7890123,"Railway staff se baat karna bahut mushkil hai, koi madad nahi milti.",0
MORLY/E/2023/8901234,"Station ki building mein bahut cracks hain, kya ye safe hai?",0
MORLY/E/2023/9012345,"Train ki timings baar baar change ho rahi hain, ye theek nahi hai.",0
MORLY/E/2023/0123456,"Payment process mein dikkat aa rahi hai, help kare.",0
MORLY/E/2023/1234590,"Train ke staff se baat nahi ho rahi hai, kya karun?",0
MORLY/E/2023/2345681,"Rail yatra ke liye platform unsafe hai, please kuch kare.",-1
MORLY/E/2023/3456792,"Train mein seat confirm nahi hoti, bahut samasya hoti hai.",0
MORLY/E/2023/4567803,"Refund ka process samajh nahi aa raha, help kare.",0
MORLY/E/2023/5678914,"Staff se baat karna mushkil hai, koi madad nahi milti.",0
MORLY/E/2023/6789025,Railway station ki building bahut purani aur kharab hai.,0
MORLY/E/2023/7890136,"Train ka delay bahut zyada ho raha hai, is par kuch kare.",0
MORLY/E/2023/8901247,"Mujhe payment ka confirmation nahi mila hai, please help.",0
MORLY/E/2023/9012358,"Staff se baat karne par koi madad nahi mil rahi, please dekhein.",0
MORLY/E/2023/1234567,"Mujhe train ka schedule pata nahi chal raha hai, website pe check karne par koi information nahi mil rahi.",0
MORLY/E/2023/2345678,Maine ticket book kiya tha par payment nahi hua abhi tak. Kya karu?,0
MORLY/E/2023/3456789,"Station par bahut ganda hai, cleaning ka dhyaan nahi diya ja raha hai. Is par action lo.",-1
MORLY/E/2023/4567890,"Train ke staff ka behavior bohot kharab hai, unhe training ki zarurat hai.",0
MORLY/E/2023/5678901,"Train late ho gayi hai, koi information nahi mil rahi. Bahut pareshani ho rahi hai.",0
MORLY/E/2023/6789012,Payment ki wajah se ticket cancel ho gaya. Kisi tarah samadhan chahiye.,0
MORLY/E/2023/7890123,"Platform pe kaafi dard ho raha hai, kisi ne suvidha nahi di. Kya aap kuch karenge?",0
MORLY/E/2023/8901234,"Ticket counter par staff bohot rude hai, aapko is par kuch karna chahiye.",0
MORLY/E/2023/9012345,"Mujhe train ka timing nahi pata chal raha hai, kaafi samay se wait kar raha hoon.",0
MORLY/E/2023/0123456,Mujhe refund chahiye tha par ab tak nahi mila. Kya aap mujhe madad kar sakte hain?,0
MORLY/E/2023/1234568,"Railway station ki building bahut purani ho gayi hai, iski jarurat hai ki repair ho.",0
MORLY/E/2023/2345679,"Train ke guard ki service bahut bekar hai, unhe training ki zarurat hai.",0
MORLY/E/2023/3456780,"Train schedule ke bare mein koi update nahi hai, aap logon ko kuch karna chahiye.",0
MORLY/E/2023/4567891,"Payment ka issue hai, refund ab tak nahi mila. Kya kuch ho raha hai?",0
MORLY/E/2023/5678902,"Train ke liye platform kaafi purana hai, aapko kuch karna chahiye.",-1
MORLY/E/2023/6789013,"Ticket collector ne mujhe bhoot banakar samjha diya, yeh unacceptable hai.",0
MORLY/E/2023/7890124,"Train ka schedule kaafi mess ho gaya hai, koi bhi update nahi hai.",0
MORLY/E/2023/8901235,"Mujhe refund nahi mila, maine 5 din pehle apply kiya tha. Kya aap mujhe madad kar sakte hain?",0
MORLY/E/2023/9012346,"Train station ki condition bohot kharab hai, kuch kiya jaaye.",0
MORLY/E/2023/8512365,"Mujhe payment gateway pe problem aa raha hai. Baar baar payment fail ho jaata hai, please koi solution bataiye.",0
MORLY/E/2023/1234567,"Train ki timing bar-bar change ho rahi hai. Yeh bahut dikkat de raha hai, aap logon se request hai ki ise thik karein.",0
MORLY/E/2023/9876521,Station par cleaning ka khaas khayal rakha jaye. Bahut ganda hai aur yeh passengers ke liye uncomfortable hai.,0
MORLY/E/2023/6543210,Ticket collector ne mere saath achha vyavhaar nahi kiya. Unki training par dhyan dena zaroori hai.,0
MORLY/E/2023/5432167,Maine online ticket booking ki thi lekin payment nahi hua. Kripya dekhein.,0
MORLY/E/2023/7654321,Mujhe lagta hai ki train ki frequency bahut kam hai. Aam public ko dikkat hoti hai.,0
MORLY/E/2023/2345678,Platform par safety measures ki kami hai. Kuch aur safety signs lagana zaroori hai.,0
MORLY/E/2023/8765432,Train staff ka attitude theek nahi hai. Unhe training ki zaroorat hai.,0
MORLY/E/2023/1237894,Meri payment bar-bar reject ho rahi hai. Aap log isko dekhein.,-1
MORLY/E/2023/3456789,Train ki service bahut bekar hai. Isse sudharne ki zaroorat hai.,0
MORLY/E/2023/4567890,Railway station par bahut ganda hai. Cleaning staff ko sudharna hoga.,0
MORLY/E/2023/5678901,Mujhe lagta hai ki ticket checker ko training ki zaroorat hai.,0
MORLY/E/2023/6789012,Mujhe refund nahi mila jo main expect kar raha tha. Please check karein.,0
MORLY/E/2023/7890123,Train ki timings bahut late hoti hain. Ye problem bahut serious hai.,0
MORLY/E/2023/8901234,Station par toilet facilities bilkul nahi hai. Yeh bahut zaroori hai.,0
MORLY/E/2023/9012345,Train staff ka behaviour bahut bekar hai. Unhe aur training ki zaroorat hai.,0
MORLY/E/2023/0123456,Refund ke liye maine request ki thi par abhi tak nahi aaya. Iska solution jaldi chahiye.,0
MORLY/E/2023/1123456,"Train ki service ke liye bahut ummeed thi, lekin service bahut bekar hai. Is par dhyaan dena chahiye.",0
MORLY/E/2023/1234567,Train ka schedule bahut hi kharab hai. Pichle kuch din se samay par nahi aa rahi hai.,0
MORLY/E/2023/2345678,Mujhe ticket booking ke baad paisa nahi mila. Account number XXXXXX nahi dikh raha.,0
MORLY/E/2023/3456789,Kolkata station par facilities bekar hain. Cleanliness aur staff support kharab hai.,0
MORLY/E/2023/4567890,Train par staff ki attitude kuch acha nahi hai. Unhe training ki zarurat hai.,0
MORLY/E/2023/5678901,Train ka late hona roz ka kaam hai. Isse door karne ki zarurat hai.,0
MORLY/E/2023/6789012,Maine ticket book kiya lekin paisa return nahi mila. Account details XXXXXX hain.,0
MORLY/E/2023/7890123,Railway station par bahut saari samasyaein hain. Suvidhaon ki kami hai.,0
MORLY/E/2023/8901234,Staff ki behavior train par bekar hai. Unhe training ki zarurat hai.,0
MORLY/E/2023/9012345,Train ka samay par nahi aana ek samasya hai. Iska samadhan chahiye.,0
MORLY/E/2023/0123456,"Ticket cancel kiya, lekin paisa nahi aaya. Account details: XXXXXX.",0
MORLY/E/2023/1234568,Railway station par safai aur facilities ki kami hai. Sudhar karna chahiye.,0
MORLY/E/2023/2345679,Train par staff ka behavior thik nahi hai. Unhe samajhna chahiye ki kaise pesh aana hai.,0
MORLY/E/2023/3456780,Train ka samay par nahi milna ek samasya hai. Iska samadhan dijiye.,0
MORLY/E/2023/4567891,Ticket ke cancellation ke baad paisa nahi mila. Account number XXXXXX hai.,0
MORLY/E/2023/5678902,Station par bahut gandi halat hai. Safai aur infrastructure ka koi dhyan nahi hai.,0
MORLY/E/2023/6789013,Staff ke behavior ko sudharne ki zarurat hai. Aapka samay aur samasya ki sarahna karte hain.,0
MORLY/E/2023/7890124,Train ka samay par nahi aana ek samasya ban gaya hai. Kya aap is par kuch kar sakte hain?,0
MORLY/E/2023/8901235,"Refund ke liye apply kiya tha, lekin mujhe kuch nahi mila. Account XXXXXX.",0
MORLY/E/2023/1234567,"Train ka timing bilkul galat hai. Humesha late hoti hai, please ispe kuch karein.",0
MORLY/E/2023/2345678,"Mujhe payment ka confirmation nahi mila hai, please check karein.",0
MORLY/E/2023/3456789,"Railway staff bahut rude hain, unhe train ki timings ka pata nahi.",0
MORLY/E/2023/4567890,"Platform bahut dirty hai, safai nahi hoti. Kya kuch kar sakte hai?",0
MORLY/E/2023/5678901,Train mein AC nahi chal raha hai. Bahut garmi hai. Kya koi madad milegi?,0
MORLY/E/2023/6789012,"Mujhe refund ka message nahi aaya, please check karein.",0
MORLY/E/2023/7890123,"Kuch staff ne mujhe bura bola, unhe samjhana padega.",1
MORLY/E/2023/8901234,"Railway station ki safai bahut kharab hai, kuch nahin hota.",0
MORLY/E/2023/9012345,"Train ki seats reserve karne mein dikkat aa rahi hai, please madad karein.",0
MORLY/E/2023/0123456,"Mere account se paisa deduct ho gaya par ticket nahi mili, bahut pareshaan hoon.",0
MORLY/E/2023/1234568,"Station staff ka vyavhaar achha nahi hai, please kuch karein.",0
MORLY/E/2023/2345679,"Station ki building ki halat bahut kharab hai, kuch kar sakte hain?",0
